Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
01/06/23 12:00,0.45,0.27,0.16,0.21,0.21,0.1,0.28000000000000003,0.33,0.1,0.25,0.05,0.1,0.1,0.39,0.36,0.1,,0.36,0.38,0.1,0.25,0.31,0.61,0.51,0.24,0.36,0.43,0.1,0.35,0.21,0.1,0.1,0.1,0.1,0.28999999999999998,0.25,0.36,0.1,0.7,0.28999999999999998,0.31,0.24,1.04,1.35,0.5,0.46,0.63,0.46,0.1,0.1,0.1,0.1,7.0000000000000007E-2,0.44,0.41,0.27,0.1,0.1,0.1
01/07/23 12:00,0.45,0.27,0.16,0.21,0.21,0.1,0.28000000000000003,0.33,0.1,0.25,0.05,0.1,0.1,0.39,0.36,0.1,,0.36,0.38,0.1,0.25,0.31,0.61,0.51,0.24,0.36,0.43,0.1,0.35,0.21,0.1,0.1,0.1,,0.28999999999999998,0.25,0.36,0.1,0.7,0.28999999999999998,0.31,0.24,1.04,1.35,0.5,0.46,0.63,0.46,0.1,0.1,0.1,0.1,7.0000000000000007E-2,0.44,0.41,0.27,0.1,0.1,0.1
01/08/23 12:00,0.45,0.27,0.16,0.21,0.21,0.1,0.28000000000000003,0.33,0.1,0.25,0.05,0.1,0.1,0.39,0.36,0.1,,0.36,0.38,0.1,0.25,0.31,0.61,0.51,0.24,0.36,0.43,0.1,0.35,0.21,0.1,0.1,0.1,0.1,0.28999999999999998,0.25,0.36,0.1,0.7,0.28999999999999998,0.31,0.24,1.04,1.35,0.5,0.46,0.63,0.46,,0.1,0.1,0.1,7.0000000000000007E-2,0.44,0.41,0.27,0.1,0.1,0.1
01/09/23 12:00,0.23,0.68,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.05,0.1,0.1,0.24,0.44,0.1,,0.1,0.32,0.1,0.1,0.3,0.68,0.35,0.1,0.69,0.27,0.1,0.28999999999999998,0.23,0.1,0.1,0.1,0.3,0.1,0.33,0.1,0.1,0.9,0.26,0.35,0.41,0.74,1.89,0.22,1.71,0.56000000000000005,0.1,0.31,0.23,0.43,0.1,0.12,0.27,0.26,0.21,0.1,0.1,0.1
01/10/23 12:00,0.23,0.68,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.05,0.1,0.1,0.24,0.44,0.1,,0.1,0.32,0.1,0.1,0.3,0.68,0.35,0.1,0.69,0.27,0.1,0.28999999999999998,0.23,0.1,0.1,0.1,0.3,0.1,0.33,0.1,0.1,0.9,0.26,0.35,0.41,0.74,1.89,0.22,1.71,0.56000000000000005,0.1,0.31,0.23,0.43,0.1,0.12,0.27,0.26,0.21,0.1,0.1,0.1
01/11/23 12:00,0.23,0.68,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.05,0.1,0.1,0.24,0.44,0.1,,0.1,0.32,0.1,0.1,0.3,0.68,0.35,0.1,0.69,0.27,0.1,0.28999999999999998,0.23,0.1,0.1,0.1,0.3,0.1,0.33,0.1,0.1,0.9,0.26,0.35,0.41,0.74,1.89,0.22,1.71,0.56000000000000005,0.1,0.31,0.23,0.43,0.1,0.12,0.27,0.26,0.21,0.1,0.1,0.1
01/12/23 12:00,0.23,0.68,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.05,0.1,0.1,0.24,0.44,0.1,0.1,0.1,0.32,0.1,0.1,0.3,0.68,0.35,0.1,0.69,0.27,0.1,0.28999999999999998,0.23,0.1,0.1,0.1,0.3,0.1,0.33,0.1,0.1,0.9,0.26,0.35,0.41,0.74,1.89,0.22,1.71,0.56000000000000005,0.1,0.31,0.23,0.43,0.1,0.12,0.27,0.26,0.21,0.1,0.1,0.1
01/13/23 12:00,0.23,0.68,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.05,0.1,0.1,0.24,0.44,0.1,0.1,0.1,0.32,0.1,0.1,0.3,0.68,0.35,0.1,0.69,0.27,0.1,0.28999999999999998,0.23,0.1,0.1,0.1,0.3,0.1,0.33,0.1,0.1,0.9,0.26,0.35,0.41,0.74,1.89,0.22,,0.56000000000000005,0.1,0.31,0.23,0.43,0.1,0.12,0.27,0.26,0.21,0.1,0.1,0.1
01/14/23 12:00,0.23,0.68,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.05,0.1,0.1,0.24,0.44,0.1,0.1,0.1,0.32,0.1,0.1,0.3,0.68,0.35,0.1,0.69,0.27,0.1,0.28999999999999998,0.23,0.1,0.1,0.1,0.3,0.1,0.33,0.1,0.1,0.9,0.26,0.35,0.41,0.74,1.89,0.22,1.71,0.56000000000000005,0.1,0.31,0.23,0.43,0.1,0.12,0.27,0.26,0.21,0.1,0.1,0.1
01/15/23 12:00,0.23,0.68,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.05,0.1,0.1,0.24,0.44,0.1,0.1,0.1,0.32,0.1,0.1,0.3,0.68,0.35,0.1,0.69,0.27,0.1,0.28999999999999998,0.23,0.1,0.1,0.1,0.3,0.1,0.33,0.1,0.1,0.9,0.26,0.35,0.41,0.74,1.89,0.22,,0.56000000000000005,0.1,0.31,0.23,0.43,0.1,0.12,0.27,0.26,0.21,0.1,0.1,0.1
01/16/23 12:00,0.28999999999999998,0.38,0.14000000000000001,0.4,0.39,0.36,0.1,0.23,0.1,0.1,0.05,0.28000000000000003,0.28999999999999998,0.37,0.37,0.3,0.21,0.47,0.53,0.22,0.28000000000000003,0.41,0.99,0.63,0.34,0.41,0.26,0.1,0.27,0.1,0.53,0.56999999999999995,0.1,0.25,0.24,0.32,0.22,0.1,0.4,0.25,0.25,0.37,0.56999999999999995,0.82,0.54,1.38,0.76,0.69,9.0399999999999991,0.23,0.23,0.1,7.0000000000000007E-2,0.39,0.47,,0.1,0.1,0.1
01/17/23 12:00,0.28999999999999998,0.38,0.14000000000000001,0.4,0.39,0.36,0.1,0.23,0.1,0.1,0.05,0.28000000000000003,0.28999999999999998,0.37,0.37,0.3,0.21,0.47,0.53,0.22,0.28000000000000003,0.41,0.99,0.63,0.34,0.41,0.26,0.1,0.27,0.1,0.53,0.56999999999999995,0.1,,0.24,0.32,0.22,0.1,0.4,0.25,0.25,0.37,,0.82,0.54,1.38,0.76,0.69,9.0399999999999991,0.23,0.23,0.1,7.0000000000000007E-2,0.39,0.47,0.42,0.1,0.1,0.1
01/18/23 12:00,0.28999999999999998,0.38,0.14000000000000001,0.4,0.39,0.36,0.1,0.23,0.1,0.1,0.05,0.28000000000000003,0.28999999999999998,0.37,0.37,0.3,0.21,0.47,0.53,0.22,0.28000000000000003,0.41,0.99,0.63,0.34,0.41,0.26,0.1,0.27,0.1,0.53,0.56999999999999995,0.1,0.25,0.24,0.32,0.22,0.1,0.4,0.25,0.25,0.37,0.56999999999999995,0.82,0.54,1.38,0.76,0.69,9.0399999999999991,0.23,0.23,0.1,7.0000000000000007E-2,0.39,0.47,0.42,0.1,0.1,0.1
01/19/23 12:00,0.28999999999999998,0.38,0.14000000000000001,0.4,0.39,0.36,0.1,0.23,0.1,0.1,0.05,0.28000000000000003,0.28999999999999998,0.37,0.37,0.3,0.21,0.47,0.53,0.22,0.28000000000000003,0.41,0.99,0.63,0.34,0.41,0.26,0.1,0.27,0.1,0.53,0.56999999999999995,0.1,0.25,0.24,0.32,0.22,0.1,0.4,0.25,0.25,0.37,0.56999999999999995,0.82,0.54,1.38,0.76,0.69,9.0399999999999991,0.23,0.23,0.1,7.0000000000000007E-2,0.39,0.47,0.42,0.1,0.1,0.1
01/20/23 12:00,0.28999999999999998,0.38,0.14000000000000001,0.4,0.39,0.36,0.1,0.23,0.1,0.1,0.05,0.28000000000000003,0.28999999999999998,0.37,0.37,0.3,0.21,0.47,0.53,0.22,0.28000000000000003,0.41,0.99,0.63,,0.41,0.26,0.1,0.27,0.1,0.53,0.56999999999999995,0.1,0.25,0.24,0.32,0.22,0.1,0.4,0.25,0.25,0.37,0.56999999999999995,0.82,0.54,1.38,0.76,0.69,9.0399999999999991,0.23,0.23,0.1,7.0000000000000007E-2,0.39,0.47,0.42,0.1,0.1,0.1
01/21/23 12:00,0.28999999999999998,0.38,0.14000000000000001,0.4,0.39,0.36,0.1,0.23,0.1,0.1,0.05,0.28000000000000003,0.28999999999999998,0.37,0.37,0.3,0.21,0.47,0.53,0.22,0.28000000000000003,0.41,0.99,0.63,,0.41,0.26,0.1,0.27,0.1,0.53,0.56999999999999995,0.1,0.25,0.24,0.32,0.22,0.1,0.4,0.25,0.25,0.37,0.56999999999999995,0.82,0.54,1.38,0.76,0.69,9.0399999999999991,0.23,0.23,0.1,7.0000000000000007E-2,0.39,0.47,0.42,0.1,0.1,0.1
01/22/23 12:00,0.28999999999999998,0.38,0.14000000000000001,0.4,0.39,0.36,0.1,0.23,0.1,0.1,0.05,0.28000000000000003,0.28999999999999998,0.37,0.37,0.3,0.21,0.47,0.53,0.22,0.28000000000000003,0.41,0.99,0.63,,0.41,0.26,0.1,0.27,0.1,0.53,0.56999999999999995,0.1,0.25,0.24,0.32,0.22,0.1,0.4,0.25,0.25,0.37,0.56999999999999995,0.82,0.54,1.38,0.76,0.69,9.0399999999999991,0.23,0.23,0.1,7.0000000000000007E-2,0.39,0.47,0.42,0.1,0.1,0.1
01/23/23 12:00,0.22,0.24,0.14000000000000001,0.21,0.24,0.28000000000000003,0.1,0.1,0.1,0.22,0.1,0.26,0.63,0.36,0.24,0.1,0.1,0.28000000000000003,0.43,0.23,0.28000000000000003,0.2,0.35,0.1,,0.21,0.38,0.1,0.34,0.22,0.65,0.32,0.21,0.42,0.28000000000000003,0.34,0.26,0.1,0.4,0.1,0.21,0.31,0.26,0.64,0.28000000000000003,1.27,0.31,2.31,,0.1,0.21,0.1,0.09,0.92,0.5,0.25,0.1,0.1,0.1
01/24/23 12:00,0.22,0.24,0.14000000000000001,0.21,0.24,0.28000000000000003,0.1,0.1,0.1,0.22,0.1,0.26,0.63,0.36,0.24,0.1,0.1,0.28000000000000003,0.43,0.23,0.28000000000000003,0.2,0.35,0.1,,0.21,0.38,0.1,0.34,0.22,0.65,0.32,0.21,0.42,0.28000000000000003,0.34,0.26,0.1,0.4,0.1,0.21,0.31,0.26,0.64,0.28000000000000003,1.27,0.31,2.31,3.78,0.1,0.21,0.1,0.09,0.92,0.5,0.25,0.1,0.1,0.1
01/25/23 12:00,0.22,0.24,0.14000000000000001,0.21,0.24,0.28000000000000003,0.1,0.1,0.1,0.22,0.1,0.26,0.63,0.36,0.24,0.1,0.1,0.28000000000000003,0.43,0.23,0.28000000000000003,0.2,0.35,0.1,,0.21,0.38,0.1,0.34,0.22,0.65,0.32,0.21,0.42,0.28000000000000003,0.34,0.26,0.1,0.4,0.1,0.21,0.31,0.26,0.64,0.28000000000000003,1.27,0.31,2.31,3.78,0.1,0.21,0.1,0.09,0.92,0.5,0.25,0.1,0.1,0.1
01/26/23 12:00,0.22,0.24,0.14000000000000001,0.21,0.24,0.28000000000000003,0.1,0.1,0.1,0.22,0.1,0.26,0.63,0.36,0.24,0.1,0.1,0.28000000000000003,0.43,0.23,0.28000000000000003,0.2,0.35,0.1,,0.21,0.38,0.1,0.34,0.22,0.65,0.32,0.21,0.42,0.28000000000000003,0.34,0.26,0.1,0.4,0.1,0.21,0.31,0.26,0.64,0.28000000000000003,1.27,0.31,2.31,3.78,0.1,0.21,0.1,0.09,0.92,0.5,0.25,0.1,0.1,0.1
01/27/23 12:00,0.22,0.24,0.14000000000000001,0.21,0.24,0.28000000000000003,0.1,0.1,0.1,0.22,,0.26,0.63,0.36,0.24,0.1,0.1,0.28000000000000003,0.43,0.23,0.28000000000000003,0.2,0.35,0.1,,0.21,0.38,0.1,0.34,0.22,0.65,0.32,0.21,,0.28000000000000003,0.34,0.26,0.1,0.4,0.1,0.21,0.31,0.26,0.64,0.28000000000000003,1.27,0.31,2.31,,0.1,0.21,0.1,0.09,0.92,0.5,0.25,0.1,0.1,0.1
01/28/23 12:00,0.22,0.24,0.14000000000000001,0.21,0.24,0.28000000000000003,0.1,0.1,0.1,0.22,,0.26,0.63,0.36,0.24,0.1,0.1,0.28000000000000003,0.43,0.23,0.28000000000000003,0.2,0.35,0.1,,0.21,0.38,0.1,0.34,0.22,0.65,0.32,0.21,,0.28000000000000003,0.34,0.26,0.1,0.4,0.1,0.21,0.31,0.26,0.64,0.28000000000000003,1.27,0.31,2.31,3.78,0.1,0.21,0.1,0.09,0.92,0.5,0.25,0.1,0.1,0.1
01/29/23 12:00,0.22,0.24,0.14000000000000001,0.21,0.24,0.28000000000000003,0.1,0.1,0.1,0.22,,0.26,0.63,0.36,0.24,0.1,0.1,0.28000000000000003,0.43,0.23,0.28000000000000003,0.2,0.35,0.1,,0.21,0.38,0.1,0.34,0.22,0.65,0.32,0.21,,0.28000000000000003,0.34,0.26,0.1,0.4,0.1,0.21,0.31,0.26,0.64,0.28000000000000003,1.27,0.31,2.31,3.78,0.1,0.21,0.1,0.09,0.92,0.5,0.25,0.1,0.1,0.1
01/30/23 12:00,0.22,0.33,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.22,0.1,0.26,0.1,0.1,0.1,0.1,,0.22,0.1,0.28999999999999998,0.1,0.4,0.24,0.1,0.1,0.1,0.98,,0.53,0.23,0.1,0.1,0.21,0.1,0.1,0.04,0.1,,0.28999999999999998,0.1,0.1,0.1
01/31/23 12:00,0.22,0.33,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.02,0.1,0.1,0.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.22,0.1,0.26,0.1,0.1,0.1,0.1,0.2,0.22,0.1,0.28999999999999998,0.1,0.4,0.24,0.1,0.1,0.1,0.98,,0.53,0.23,0.1,0.1,0.21,0.1,0.1,0.04,0.1,,0.28999999999999998,0.1,0.1,0.1
02/01/23 12:00,0.22,0.33,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.02,0.1,0.1,0.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.22,0.1,0.26,0.1,0.1,0.1,0.1,0.2,0.22,0.1,0.28999999999999998,0.1,0.4,0.24,0.1,0.1,0.1,0.98,,0.53,0.23,0.1,0.1,0.21,0.1,0.1,0.04,0.1,,0.28999999999999998,0.1,0.1,0.1
02/02/23 12:00,0.22,0.33,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.02,0.1,0.1,0.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.22,0.1,0.26,0.1,0.1,0.1,0.1,0.2,0.22,0.1,0.28999999999999998,0.1,0.4,0.24,0.1,0.1,0.1,0.98,,0.53,0.23,0.1,0.1,0.21,0.1,0.1,0.04,0.1,,0.28999999999999998,0.1,0.1,0.1
02/03/23 12:00,0.22,0.33,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.02,0.1,0.1,0.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.22,0.1,0.26,0.1,0.1,0.1,0.1,0.2,0.22,0.1,0.28999999999999998,0.1,0.4,0.24,0.1,0.1,0.1,0.98,,0.53,0.23,0.1,0.1,0.21,0.1,0.1,0.04,0.1,,0.28999999999999998,0.1,0.1,0.1
02/04/23 12:00,0.22,0.33,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.02,0.1,0.1,0.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.22,0.1,0.26,0.1,0.1,0.1,0.1,0.2,0.22,0.1,0.28999999999999998,0.1,0.4,0.24,0.1,0.1,0.1,0.98,,0.53,0.23,0.1,0.1,0.21,0.1,0.1,0.04,0.1,,0.28999999999999998,0.1,0.1,0.1
02/05/23 12:00,0.22,0.33,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.02,0.1,0.1,0.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.22,0.1,0.26,0.1,0.1,0.1,0.1,0.2,0.22,0.1,0.28999999999999998,0.1,0.4,0.24,0.1,0.1,0.1,0.98,,0.53,0.23,0.1,0.1,0.21,0.1,0.1,0.04,0.1,,0.28999999999999998,0.1,0.1,0.1
02/06/23 12:00,0.85,0.8,0.26,0.28000000000000003,0.63,0.34,0.59,0.32,0.33,0.33,0.12,0.27,0.31,0.37,0.56000000000000005,0.34,0.33,0.23,0.46,0.31,0.35,0.75,0.7,0.73,0.67,0.98,0.36,0.21,0.46,0.25,0.36,0.59,0.27,0.63,0.73,0.49,0.62,0.1,0.5,0.5,0.53,0.52,0.1,1.72,,1.54,1.23,0.59,0.79,0.47,0.25,0.1,0.1,0.54,,0.63,0.1,0.1,0.1
02/07/23 12:00,0.85,0.8,0.26,0.28000000000000003,0.63,0.34,0.59,0.32,0.33,0.33,0.12,0.27,0.31,0.37,0.56000000000000005,0.34,0.33,0.23,0.46,0.31,0.35,0.75,0.7,0.73,0.67,0.98,0.36,0.21,0.46,0.25,0.36,0.59,0.27,0.63,0.73,0.49,0.62,0.1,0.5,0.5,0.53,0.52,0.1,1.72,0.52,1.54,1.23,0.59,0.79,0.47,0.25,0.1,0.1,0.54,1.56,0.63,0.1,0.1,0.1
02/08/23 12:00,0.85,0.8,0.26,0.28000000000000003,0.63,0.34,0.59,0.32,0.33,0.33,0.12,0.27,0.31,0.37,0.56000000000000005,0.34,0.33,0.23,0.46,0.31,0.35,0.75,0.7,0.73,0.67,0.98,0.36,0.21,,0.25,0.36,0.59,0.27,0.63,0.73,0.49,0.62,0.1,0.5,0.5,0.53,0.52,0.1,1.72,0.52,1.54,1.23,0.59,0.79,0.47,0.25,0.1,0.1,0.54,1.56,0.63,0.1,0.1,0.1
02/09/23 12:00,0.85,0.8,0.26,0.28000000000000003,0.63,0.34,0.59,0.32,0.33,0.33,0.12,0.27,0.31,0.37,0.56000000000000005,0.34,0.33,0.23,0.46,0.31,0.35,0.75,0.7,0.73,0.67,0.98,0.36,0.21,0.46,0.25,0.36,0.59,0.27,0.63,0.73,0.49,0.62,0.1,0.5,0.5,0.53,0.52,0.1,1.72,0.52,1.54,1.23,0.59,,0.47,0.25,0.1,0.1,0.54,1.56,0.63,0.1,0.1,0.1
02/10/23 12:00,0.85,0.8,0.26,0.28000000000000003,0.63,0.34,0.59,0.32,0.33,0.33,0.12,0.27,0.31,0.37,0.56000000000000005,0.34,0.33,0.23,0.46,0.31,0.35,0.75,0.7,0.73,0.67,0.98,0.36,0.21,0.46,0.25,0.36,0.59,0.27,0.63,0.73,0.49,0.62,0.1,0.5,0.5,0.53,0.52,0.1,1.72,0.52,1.54,1.23,0.59,,0.47,0.25,0.1,0.1,0.54,1.56,0.63,0.1,0.1,0.1
