Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
01/06/23 12:00,0.5,1.04,1.1200000000000001,0.5,1.54,3.43,1.07,0.5,0.5,0.5,0.09,0.5,0.5,0.5,0.5,0.5,,1.34,2.25,1.53,2.5299999999999998,3.02,2.85,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.29,0.5,0.5,0.5,0.5,1.25,0.5,0.5,0.5,1.43,0.5,5.0999999999999996,11.81,2.29,1.06,3.68,0.5,4.71,0.5,0.5,0.5,0.36,0.5,1.58,0.5,1.1399999999999999,1.31,1.1100000000000001
01/07/23 12:00,0.5,1.04,1.1200000000000001,0.5,1.54,3.43,1.07,0.5,0.5,0.5,0.09,0.5,0.5,0.5,0.5,0.5,,1.34,2.25,1.53,2.5299999999999998,3.02,2.85,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.29,0.5,,0.5,0.5,1.25,0.5,0.5,0.5,1.43,0.5,5.0999999999999996,11.81,2.29,1.06,3.68,0.5,4.71,0.5,0.5,0.5,0.36,0.5,1.58,0.5,1.1399999999999999,1.31,1.1100000000000001
01/08/23 12:00,0.5,1.04,1.1200000000000001,0.5,1.54,3.43,1.07,0.5,0.5,0.5,0.09,0.5,0.5,0.5,0.5,0.5,,1.34,2.25,1.53,2.5299999999999998,3.02,2.85,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.29,0.5,0.5,0.5,0.5,1.25,0.5,0.5,0.5,1.43,0.5,5.0999999999999996,11.81,2.29,1.06,3.68,0.5,,0.5,0.5,0.5,0.36,0.5,1.58,0.5,1.1399999999999999,1.31,1.1100000000000001
01/09/23 12:00,0.5,5.39,1.89,1.41,0.5,1.32,0.5,0.5,2.42,0.5,0.04,0.5,0.5,0.5,0.5,0.5,,1.49,1.45,1.82,2.31,2.08,1.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.92,3.22,,3.11,4.01,2.4900000000000002,1.56,11.34,10.14,0.5,0.5,0.5,0.5,0.22,0.5,1.1599999999999999,0.5,1.1299999999999999,1.08,1.1599999999999999
01/10/23 12:00,0.5,5.39,1.89,1.41,0.5,1.32,0.5,0.5,2.42,0.5,0.04,0.5,0.5,0.5,0.5,0.5,,1.49,1.45,1.82,2.31,2.08,1.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.92,3.22,,3.11,4.01,2.4900000000000002,1.56,11.34,10.14,0.5,0.5,0.5,0.5,0.22,0.5,1.1599999999999999,0.5,1.1299999999999999,1.08,1.1599999999999999
01/11/23 12:00,0.5,5.39,1.89,1.41,0.5,1.32,0.5,0.5,2.42,0.5,0.04,0.5,0.5,0.5,0.5,0.5,,1.49,1.45,1.82,2.31,2.08,1.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.92,3.22,,3.11,4.01,2.4900000000000002,1.56,11.34,10.14,0.5,0.5,0.5,0.5,0.22,0.5,1.1599999999999999,0.5,1.1299999999999999,1.08,1.1599999999999999
01/12/23 12:00,0.5,5.39,1.89,1.41,0.5,1.32,0.5,0.5,2.42,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,1.49,1.45,1.82,2.31,2.08,1.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.92,3.22,,3.11,4.01,2.4900000000000002,1.56,11.34,10.14,0.5,0.5,0.5,0.5,0.22,0.5,1.1599999999999999,0.5,1.1299999999999999,1.08,1.1599999999999999
01/13/23 12:00,0.5,5.39,1.89,1.41,0.5,1.32,0.5,0.5,2.42,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,1.49,1.45,1.82,2.31,2.08,1.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.92,3.22,,3.11,4.01,2.4900000000000002,,11.34,10.14,0.5,0.5,0.5,0.5,0.22,0.5,1.1599999999999999,0.5,1.1299999999999999,1.08,1.1599999999999999
01/14/23 12:00,0.5,5.39,1.89,1.41,0.5,1.32,0.5,0.5,2.42,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,1.49,1.45,1.82,2.31,2.08,1.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.92,3.22,,3.11,4.01,2.4900000000000002,1.56,11.34,10.14,0.5,0.5,0.5,0.5,0.22,0.5,1.1599999999999999,0.5,1.1299999999999999,1.08,1.1599999999999999
01/15/23 12:00,0.5,5.39,1.89,1.41,0.5,1.32,0.5,0.5,2.42,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,1.49,1.45,1.82,2.31,2.08,1.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.92,3.22,,3.11,4.01,2.4900000000000002,,11.34,10.14,0.5,0.5,0.5,0.5,0.22,0.5,1.1599999999999999,0.5,1.1299999999999999,1.08,1.1599999999999999
01/16/23 12:00,1.28,0.5,1.23,1.05,1.65,0.5,1.1000000000000001,0.5,1.17,0.5,0.12,0.5,0.5,0.5,0.5,0.5,1.87,2.2799999999999998,2.39,1.85,2.09,2.5,1.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,1.74,0.5,0.5,0.5,1.1100000000000001,1.32,0.5,0.5,0.5,2.09,20.93,3.77,21.68,0.93,3.16,13.85,4.91,3.71,0.5,1.01,1.1499999999999999,0.13,1.02,1.54,,1.1299999999999999,1.32,0.5
01/17/23 12:00,1.28,0.5,1.23,1.05,1.65,0.5,1.1000000000000001,0.5,1.17,0.5,0.12,0.5,0.5,0.5,0.5,0.5,1.87,2.2799999999999998,2.39,1.85,2.09,2.5,1.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,1.74,0.5,,0.5,1.1100000000000001,1.32,0.5,0.5,0.5,2.09,20.93,,21.68,0.93,3.16,13.85,4.91,3.71,0.5,1.01,1.1499999999999999,0.13,1.02,1.54,0.5,1.1299999999999999,1.32,0.5
01/18/23 12:00,1.28,0.5,1.23,1.05,1.65,0.5,1.1000000000000001,0.5,1.17,0.5,0.12,0.5,0.5,0.5,0.5,0.5,1.87,2.2799999999999998,2.39,1.85,2.09,2.5,1.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,1.74,0.5,0.5,0.5,1.1100000000000001,1.32,0.5,0.5,0.5,2.09,20.93,3.77,21.68,0.93,3.16,13.85,4.91,3.71,0.5,1.01,1.1499999999999999,0.13,1.02,1.54,0.5,1.1299999999999999,1.32,0.5
01/19/23 12:00,1.28,0.5,1.23,1.05,1.65,0.5,1.1000000000000001,0.5,1.17,0.5,0.12,0.5,0.5,0.5,0.5,0.5,1.87,2.2799999999999998,2.39,1.85,2.09,2.5,1.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,1.74,0.5,0.5,0.5,1.1100000000000001,1.32,0.5,0.5,0.5,2.09,20.93,3.77,21.68,0.93,3.16,13.85,4.91,3.71,0.5,1.01,1.1499999999999999,0.13,1.02,1.54,0.5,1.1299999999999999,1.32,0.5
01/20/23 12:00,1.28,0.5,1.23,1.05,1.65,0.5,1.1000000000000001,0.5,1.17,0.5,0.12,0.5,0.5,0.5,0.5,0.5,1.87,2.2799999999999998,2.39,1.85,2.09,2.5,1.44,0.5,,0.5,0.5,0.5,0.5,0.5,1.05,1.74,0.5,0.5,0.5,1.1100000000000001,1.32,0.5,0.5,0.5,2.09,20.93,3.77,21.68,0.93,3.16,13.85,4.91,3.71,0.5,1.01,1.1499999999999999,0.13,1.02,1.54,0.5,1.1299999999999999,1.32,0.5
01/21/23 12:00,1.28,0.5,1.23,1.05,1.65,0.5,1.1000000000000001,0.5,1.17,0.5,0.12,0.5,0.5,0.5,0.5,0.5,1.87,2.2799999999999998,2.39,1.85,2.09,2.5,1.44,0.5,,0.5,0.5,0.5,0.5,0.5,1.05,1.74,0.5,0.5,0.5,1.1100000000000001,1.32,0.5,0.5,0.5,2.09,20.93,3.77,21.68,0.93,3.16,13.85,4.91,3.71,0.5,1.01,1.1499999999999999,0.13,1.02,1.54,0.5,1.1299999999999999,1.32,0.5
01/22/23 12:00,1.28,0.5,1.23,1.05,1.65,0.5,1.1000000000000001,0.5,1.17,0.5,0.12,0.5,0.5,0.5,0.5,0.5,1.87,2.2799999999999998,2.39,1.85,2.09,2.5,1.44,0.5,,0.5,0.5,0.5,0.5,0.5,1.05,1.74,0.5,0.5,0.5,1.1100000000000001,1.32,0.5,0.5,0.5,2.09,20.93,3.77,21.68,0.93,3.16,13.85,4.91,3.71,0.5,1.01,1.1499999999999999,0.13,1.02,1.54,0.5,1.1299999999999999,1.32,0.5
01/23/23 12:00,0.5,1.28,1.86,0.5,0.5,1.53,0.5,0.5,2.58,0.5,0.19,0.5,1.42,0.5,0.5,0.5,0.5,0.5,1.82,1.3,0.5,0.5,1.96,0.5,,0.5,0.5,0.5,0.5,0.5,2.97,1.77,0.5,1.42,0.5,0.5,0.5,0.5,0.5,0.5,3.81,14.02,13.07,14.63,1.85,1.34,5.15,5.89,,0.5,0.5,0.5,0.41,1.22,2.06,0.5,1.04,1.35,1.1200000000000001
01/24/23 12:00,0.5,1.28,1.86,0.5,0.5,1.53,0.5,0.5,2.58,0.5,0.19,0.5,1.42,0.5,0.5,0.5,0.5,0.5,1.82,1.3,0.5,0.5,1.96,0.5,,0.5,0.5,0.5,0.5,0.5,2.97,1.77,0.5,1.42,0.5,0.5,0.5,0.5,0.5,0.5,3.81,14.02,13.07,14.63,1.85,1.34,5.15,5.89,2.5,0.5,0.5,0.5,0.41,1.22,2.06,0.5,1.04,1.35,1.1200000000000001
01/25/23 12:00,0.5,1.28,1.86,0.5,0.5,1.53,0.5,0.5,2.58,0.5,0.19,0.5,1.42,0.5,0.5,0.5,0.5,0.5,1.82,1.3,0.5,0.5,1.96,0.5,,0.5,0.5,0.5,0.5,0.5,2.97,1.77,0.5,1.42,0.5,0.5,0.5,0.5,0.5,0.5,3.81,14.02,13.07,14.63,1.85,1.34,5.15,5.89,2.5,0.5,0.5,0.5,0.41,1.22,2.06,0.5,1.04,1.35,1.1200000000000001
01/26/23 12:00,0.5,1.28,1.86,0.5,0.5,1.53,0.5,0.5,2.58,0.5,0.19,0.5,1.42,0.5,0.5,0.5,0.5,0.5,1.82,1.3,0.5,0.5,1.96,0.5,,0.5,0.5,0.5,0.5,0.5,2.97,1.77,0.5,1.42,0.5,0.5,0.5,0.5,0.5,0.5,3.81,14.02,13.07,14.63,1.85,1.34,5.15,5.89,2.5,0.5,0.5,0.5,0.41,1.22,2.06,0.5,1.04,1.35,1.1200000000000001
01/27/23 12:00,0.5,1.28,1.86,0.5,0.5,1.53,0.5,0.5,2.58,0.5,,0.5,1.42,0.5,0.5,0.5,0.5,0.5,1.82,1.3,0.5,0.5,1.96,0.5,,0.5,0.5,0.5,0.5,0.5,2.97,1.77,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,3.81,14.02,13.07,14.63,1.85,1.34,5.15,5.89,,0.5,0.5,0.5,0.41,1.22,2.06,0.5,1.04,1.35,1.1200000000000001
01/28/23 12:00,0.5,1.28,1.86,0.5,0.5,1.53,0.5,0.5,2.58,0.5,,0.5,1.42,0.5,0.5,0.5,0.5,0.5,1.82,1.3,0.5,0.5,1.96,0.5,,0.5,0.5,0.5,0.5,0.5,2.97,1.77,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,3.81,14.02,13.07,14.63,1.85,1.34,5.15,5.89,2.5,0.5,0.5,0.5,0.41,1.22,2.06,0.5,1.04,1.35,1.1200000000000001
01/29/23 12:00,0.5,1.28,1.86,0.5,0.5,1.53,0.5,0.5,2.58,0.5,,0.5,1.42,0.5,0.5,0.5,0.5,0.5,1.82,1.3,0.5,0.5,1.96,0.5,,0.5,0.5,0.5,0.5,0.5,2.97,1.77,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,3.81,14.02,13.07,14.63,1.85,1.34,5.15,5.89,2.5,0.5,0.5,0.5,0.41,1.22,2.06,0.5,1.04,1.35,1.1200000000000001
01/30/23 12:00,0.5,0.5,1.05,0.5,2.4500000000000002,1.35,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,2.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.82,0.5,,1.34,0.5,0.5,0.5,0.5,1.44,11.23,0.5,6.05,6.3,,12.97,6.17,4.16,2.83,0.5,0.5,0.5,0.3,0.5,,1.02,1.66,1.54,1.1000000000000001
01/31/23 12:00,0.5,0.5,1.05,0.5,2.4500000000000002,1.35,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,2.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.82,0.5,0.5,1.34,0.5,0.5,0.5,0.5,1.44,11.23,0.5,6.05,6.3,,12.97,6.17,4.16,2.83,0.5,0.5,0.5,0.3,0.5,,1.02,1.66,1.54,1.1000000000000001
02/01/23 12:00,0.5,0.5,1.05,0.5,2.4500000000000002,1.35,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,2.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.82,0.5,0.5,1.34,0.5,0.5,0.5,0.5,1.44,11.23,0.5,6.05,6.3,,12.97,6.17,4.16,2.83,0.5,0.5,0.5,0.3,0.5,,1.02,1.66,1.54,1.1000000000000001
02/02/23 12:00,0.5,0.5,1.05,0.5,2.4500000000000002,1.35,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,2.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.82,0.5,0.5,1.34,0.5,0.5,0.5,0.5,1.44,11.23,0.5,6.05,6.3,,12.97,6.17,4.16,2.83,0.5,0.5,0.5,0.3,0.5,,1.02,1.66,1.54,1.1000000000000001
02/03/23 12:00,0.5,0.5,1.05,0.5,2.4500000000000002,1.35,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,2.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.82,0.5,0.5,1.34,0.5,0.5,0.5,0.5,1.44,11.23,0.5,6.05,6.3,,12.97,6.17,4.16,2.83,0.5,0.5,0.5,0.3,0.5,,1.02,1.66,1.54,1.1000000000000001
02/04/23 12:00,0.5,0.5,1.05,0.5,2.4500000000000002,1.35,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,2.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.82,0.5,0.5,1.34,0.5,0.5,0.5,0.5,1.44,11.23,0.5,6.05,6.3,,12.97,6.17,4.16,2.83,0.5,0.5,0.5,0.3,0.5,,1.02,1.66,1.54,1.1000000000000001
02/05/23 12:00,0.5,0.5,1.05,0.5,2.4500000000000002,1.35,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,2.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.82,0.5,0.5,1.34,0.5,0.5,0.5,0.5,1.44,11.23,0.5,6.05,6.3,,12.97,6.17,4.16,2.83,0.5,0.5,0.5,0.3,0.5,,1.02,1.66,1.54,1.1000000000000001
02/06/23 12:00,0.5,1.4,0.52,0.5,0.5,1.3,1.1599999999999999,0.5,2.08,0.5,0.22,0.5,0.5,0.5,0.5,1.18,1.33,1.45,1.61,1.77,1.8,1.85,1.66,1.64,1.22,1.53,0.5,0.5,0.5,0.5,1.07,1.07,1.23,0.5,1.95,1.53,1.24,0.5,0.5,1.6,1.41,6.99,9.98,6.84,,6.58,16.96,39.04,11.67,1.02,0.5,0.5,0.34,1.74,,1.66,1.82,1.9,1.29
02/07/23 12:00,0.5,1.4,0.52,0.5,0.5,1.3,1.1599999999999999,0.5,2.08,0.5,0.22,0.5,0.5,0.5,0.5,1.18,1.33,1.45,1.61,1.77,1.8,1.85,1.66,1.64,1.22,1.53,0.5,0.5,0.5,0.5,1.07,1.07,1.23,0.5,1.95,1.53,1.24,0.5,0.5,1.6,1.41,6.99,9.98,6.84,31.5,6.58,16.96,39.04,11.67,1.02,0.5,0.5,0.34,1.74,1.73,1.66,1.82,1.9,1.29
02/08/23 12:00,0.5,1.4,0.52,0.5,0.5,1.3,1.1599999999999999,0.5,2.08,0.5,0.22,0.5,0.5,0.5,0.5,1.18,1.33,1.45,1.61,1.77,1.8,1.85,1.66,1.64,1.22,1.53,0.5,0.5,,0.5,1.07,1.07,1.23,0.5,1.95,1.53,1.24,0.5,0.5,1.6,1.41,6.99,9.98,6.84,31.5,6.58,16.96,39.04,11.67,1.02,0.5,0.5,0.34,1.74,1.73,1.66,1.82,1.9,1.29
02/09/23 12:00,0.5,1.4,0.52,0.5,0.5,1.3,1.1599999999999999,0.5,2.08,0.5,0.22,0.5,0.5,0.5,0.5,1.18,1.33,1.45,1.61,1.77,1.8,1.85,1.66,1.64,1.22,1.53,0.5,0.5,0.5,0.5,1.07,1.07,1.23,0.5,1.95,1.53,1.24,0.5,0.5,1.6,1.41,6.99,9.98,6.84,31.5,6.58,16.96,39.04,,1.02,0.5,0.5,0.34,1.74,1.73,1.66,1.82,1.9,1.29
02/10/23 12:00,0.5,1.4,0.52,0.5,0.5,1.3,1.1599999999999999,0.5,2.08,0.5,0.22,0.5,0.5,0.5,0.5,1.18,1.33,1.45,1.61,1.77,1.8,1.85,1.66,1.64,1.22,1.53,0.5,0.5,0.5,0.5,1.07,1.07,1.23,0.5,1.95,1.53,1.24,0.5,0.5,1.6,1.41,6.99,9.98,6.84,31.5,6.58,16.96,39.04,,1.02,0.5,0.5,0.34,1.74,1.73,1.66,1.82,1.9,1.29
02/11/23 12:00,0.5,1.4,0.52,0.5,0.5,1.3,1.1599999999999999,0.5,2.08,0.5,0.22,0.5,0.5,0.5,0.5,1.18,1.33,1.45,1.61,1.77,1.8,1.85,1.66,1.64,1.22,1.53,0.5,0.5,0.5,0.5,1.07,1.07,1.23,0.5,1.95,1.53,1.24,0.5,0.5,1.6,1.41,6.99,9.98,6.84,31.5,6.58,16.96,39.04,11.67,1.02,0.5,0.5,0.34,1.74,1.73,1.66,1.82,1.9,1.29
