Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
01/10/23 12:00,0.63,1.0900000000000001,4.59,1.01,0.05,2.92,0.73,1.63,0.74,1.96,0.05,,1.1000000000000001,1.66,4.3499999999999996,1.28,2.2999999999999998,2.65,1.59
01/11/23 12:00,0.63,1.0900000000000001,4.59,1.01,0.05,2.92,0.73,1.63,0.74,1.96,0.05,1.53,1.1000000000000001,1.66,4.3499999999999996,1.28,2.2999999999999998,2.65,1.59
01/12/23 12:00,0.63,1.0900000000000001,4.59,1.01,0.05,2.92,0.73,1.63,0.74,1.96,0.05,1.53,1.1000000000000001,1.66,4.3499999999999996,1.28,2.2999999999999998,2.65,1.59
01/13/23 12:00,0.63,1.0900000000000001,4.59,1.01,0.05,2.92,0.73,1.63,0.74,1.96,0.05,1.53,1.1000000000000001,1.66,,1.28,2.2999999999999998,2.65,1.59
01/14/23 12:00,0.63,1.0900000000000001,4.59,1.01,0.05,2.92,0.73,1.63,0.74,1.96,0.05,1.53,1.1000000000000001,1.66,4.3499999999999996,1.28,2.2999999999999998,2.65,1.59
01/15/23 12:00,0.63,1.0900000000000001,4.59,1.01,0.05,2.92,0.73,1.63,0.74,1.96,0.05,1.53,1.1000000000000001,1.66,,1.28,2.2999999999999998,2.65,1.59
01/16/23 12:00,1.69,3.96,5.76,1.05,1.55,3.91,1.58,2.4300000000000002,1.18,5.44,0.17,3.04,1.56,1.63,7,0.93,1.35,2.14,0.62
01/17/23 12:00,1.69,3.96,5.76,1.05,1.55,3.91,1.58,2.4300000000000002,1.18,5.44,0.17,3.04,1.56,1.63,7,0.93,1.35,2.14,0.62
01/18/23 12:00,1.69,3.96,5.76,1.05,1.55,3.91,1.58,2.4300000000000002,1.18,5.44,0.17,3.04,1.56,1.63,7,0.93,1.35,2.14,0.62
01/19/23 12:00,1.69,3.96,5.76,1.05,1.55,3.91,1.58,2.4300000000000002,1.18,5.44,0.17,3.04,1.56,1.63,7,0.93,1.35,2.14,0.62
01/20/23 12:00,1.69,3.96,5.76,1.05,1.55,3.91,1.58,2.4300000000000002,1.18,5.44,0.17,3.04,1.56,1.63,7,0.93,1.35,2.14,0.62
01/21/23 12:00,1.69,3.96,5.76,1.05,1.55,3.91,1.58,2.4300000000000002,1.18,5.44,0.17,3.04,1.56,1.63,7,0.93,1.35,2.14,0.62
01/22/23 12:00,1.69,3.96,5.76,1.05,1.55,3.91,1.58,2.4300000000000002,1.18,5.44,0.17,3.04,1.56,1.63,7,0.93,1.35,2.14,0.62
01/23/23 12:00,1.5,2.9,4.12,1.01,1.48,4.2300000000000004,1.61,1.96,1.22,3.3,1.83,3.96,1.1000000000000001,1.57,5.08,1.24,2.41,1.25,0.42
01/24/23 12:00,1.5,2.9,4.12,1.01,1.48,4.2300000000000004,1.61,1.96,1.22,3.3,1.83,3.96,1.1000000000000001,1.57,5.08,1.24,2.41,1.25,0.42
01/25/23 12:00,1.5,2.9,4.12,1.01,1.48,4.2300000000000004,1.61,1.96,1.22,3.3,1.83,3.96,1.1000000000000001,1.57,5.08,1.24,2.41,1.25,0.42
01/26/23 12:00,1.5,2.9,4.12,1.01,1.48,4.2300000000000004,1.61,1.96,1.22,3.3,1.83,3.96,1.1000000000000001,1.57,5.08,1.24,2.41,1.25,0.42
01/27/23 12:00,1.5,2.9,4.12,,1.48,4.2300000000000004,1.61,1.96,1.22,3.3,1.83,3.96,1.1000000000000001,1.57,5.08,1.24,2.41,1.25,0.42
01/28/23 12:00,1.5,2.9,4.12,,1.48,4.2300000000000004,1.61,1.96,1.22,3.3,1.83,3.96,1.1000000000000001,1.57,5.08,1.24,2.41,1.25,0.42
01/29/23 12:00,1.5,2.9,4.12,,1.48,4.2300000000000004,1.61,1.96,1.22,3.3,1.83,3.96,1.1000000000000001,1.57,5.08,1.24,2.41,1.25,0.42
01/30/23 12:00,0.64,0.91,3.12,,0.66,2.52,2.33,0.93,0.79,1.1399999999999999,1.07,1.58,1.08,1.05,2.75,0.64,0.39,1.02,1.1100000000000001
01/31/23 12:00,0.64,0.91,3.12,0.76,0.66,2.52,2.33,0.93,0.79,1.1399999999999999,1.07,1.58,1.08,1.05,2.75,0.64,0.39,1.02,1.1100000000000001
02/01/23 12:00,0.64,0.91,3.12,0.76,0.66,2.52,2.33,0.93,0.79,1.1399999999999999,1.07,1.58,1.08,1.05,2.75,0.64,0.39,1.02,1.1100000000000001
02/02/23 12:00,0.64,0.91,3.12,0.76,0.66,2.52,2.33,0.93,0.79,1.1399999999999999,1.07,1.58,1.08,1.05,2.75,0.64,0.39,1.02,1.1100000000000001
02/03/23 12:00,0.64,0.91,3.12,0.76,0.66,2.52,2.33,0.93,0.79,1.1399999999999999,1.07,1.58,1.08,1.05,2.75,0.64,0.39,1.02,1.1100000000000001
02/04/23 12:00,0.64,0.91,3.12,0.76,0.66,2.52,2.33,0.93,0.79,1.1399999999999999,1.07,1.58,1.08,1.05,2.75,0.64,0.39,1.02,1.1100000000000001
02/05/23 12:00,0.64,0.91,3.12,0.76,0.66,2.52,2.33,0.93,0.79,1.1399999999999999,1.07,1.58,1.08,1.05,2.75,0.64,0.39,1.02,1.1100000000000001
02/06/23 12:00,2.8,3.86,8.06,1.69,3,6.35,1.79,4.2699999999999996,2.61,6.53,0.92,8.31,2.33,3.61,9.2799999999999994,1.27,1.44,1.67,2.59
02/07/23 12:00,2.8,3.86,8.06,1.69,3,6.35,1.79,4.2699999999999996,2.61,6.53,0.92,8.31,2.33,3.61,9.2799999999999994,1.27,1.44,1.67,2.59
02/08/23 12:00,2.8,3.86,8.06,1.69,3,6.35,1.79,4.2699999999999996,2.61,6.53,0.92,8.31,2.33,3.61,9.2799999999999994,1.27,1.44,1.67,2.59
02/09/23 12:00,2.8,3.86,8.06,1.69,3,6.35,1.79,4.2699999999999996,2.61,6.53,0.92,8.31,2.33,3.61,9.2799999999999994,1.27,1.44,1.67,2.59
02/10/23 12:00,2.8,3.86,8.06,1.69,3,6.35,1.79,4.2699999999999996,2.61,6.53,0.92,8.31,2.33,3.61,9.2799999999999994,1.27,1.44,1.67,2.59
02/11/23 12:00,2.8,3.86,8.06,1.69,3,6.35,1.79,4.2699999999999996,2.61,6.53,0.92,8.31,2.33,3.61,9.2799999999999994,1.27,1.44,1.67,2.59
02/12/23 12:00,2.8,3.86,8.06,1.69,3,6.35,1.79,4.2699999999999996,2.61,6.53,0.92,8.31,2.33,3.61,9.2799999999999994,1.27,1.44,1.67,2.59
02/13/23 12:00,0.86,1.77,3.86,0.55000000000000004,1.35,2.19,0.79,1.47,1.1599999999999999,1.93,0.19,2.69,0.98,2.86,4.6100000000000003,0.89,1.22,1.55,1.86
02/14/23 12:00,0.86,1.77,3.86,0.55000000000000004,1.35,2.19,0.79,1.47,,1.93,0.19,2.69,0.98,2.86,4.6100000000000003,0.89,1.22,1.55,1.86
02/15/23 12:00,0.86,1.77,3.86,0.55000000000000004,1.35,2.19,0.79,1.47,1.1599999999999999,1.93,0.19,2.69,0.98,2.86,4.6100000000000003,0.89,1.22,1.55,1.86
02/16/23 12:00,0.86,1.77,3.86,0.55000000000000004,1.35,2.19,0.79,1.47,1.1599999999999999,1.93,,2.69,0.98,2.86,4.6100000000000003,0.89,1.22,1.55,1.86
02/17/23 12:00,0.86,1.77,3.86,0.55000000000000004,1.35,2.19,0.79,1.47,1.1599999999999999,1.93,0.19,2.69,0.98,2.86,4.6100000000000003,0.89,1.22,1.55,1.86
02/18/23 12:00,0.86,1.77,3.86,0.55000000000000004,1.35,2.19,0.79,1.47,1.1599999999999999,1.93,0.19,2.69,0.98,2.86,4.6100000000000003,0.89,1.22,1.55,1.86
02/19/23 12:00,0.86,1.77,3.86,0.55000000000000004,1.35,2.19,0.79,1.47,1.1599999999999999,1.93,0.19,2.69,0.98,2.86,4.6100000000000003,0.89,1.22,1.55,1.86
02/20/23 12:00,0.5,1.22,4.83,0.28999999999999998,0.82,2.75,0.82,0.78,0.23,1.92,1.8,1.33,0.59,0.91,4.82,0.6,1.2,2.0499999999999998,0.62
02/21/23 12:00,0.5,1.22,4.83,0.28999999999999998,0.82,2.75,0.82,0.78,0.23,1.92,,1.33,0.59,0.91,4.82,0.6,1.2,2.0499999999999998,0.62
02/22/23 12:00,0.5,1.22,4.83,0.28999999999999998,0.82,2.75,0.82,0.78,0.23,1.92,1.8,1.33,0.59,0.91,4.82,0.6,1.2,2.0499999999999998,0.62
02/23/23 12:00,0.5,1.22,4.83,0.28999999999999998,0.82,2.75,0.82,0.78,0.23,1.92,,1.33,0.59,0.91,4.82,0.6,1.2,2.0499999999999998,0.62
02/24/23 12:00,0.5,1.22,4.83,0.28999999999999998,0.82,2.75,0.82,0.78,0.23,1.92,,1.33,0.59,0.91,4.82,0.6,1.2,2.0499999999999998,0.62
02/25/23 12:00,0.5,1.22,4.83,0.28999999999999998,0.82,2.75,0.82,0.78,0.23,1.92,1.8,1.33,0.59,0.91,4.82,0.6,1.2,2.0499999999999998,0.62
02/26/23 12:00,0.5,1.22,4.83,0.28999999999999998,0.82,2.75,0.82,0.78,0.23,1.92,1.8,1.33,0.59,0.91,4.82,0.6,1.2,2.0499999999999998,0.62
02/27/23 12:00,1.17,3.31,3.64,0.61,2.19,4.28,1.53,2.2200000000000002,1.85,4.88,2.0299999999999998,7.17,,2.78,8.24,1.08,0.27,2.34,1.82
02/28/23 12:00,1.17,3.31,3.64,0.61,2.19,4.28,1.53,2.2200000000000002,1.85,4.88,2.0299999999999998,7.17,,2.78,8.24,1.08,0.27,2.34,1.82
03/01/23 12:00,1.17,3.31,3.64,0.61,2.19,4.28,1.53,2.2200000000000002,1.85,4.88,2.0299999999999998,7.17,,2.78,8.24,1.08,0.27,2.34,1.82
03/02/23 12:00,1.17,3.31,3.64,0.61,2.19,4.28,1.53,2.2200000000000002,1.85,4.88,2.0299999999999998,7.17,,2.78,8.24,1.08,0.27,2.34,1.82
03/03/23 12:00,1.17,3.31,3.64,0.61,2.19,4.28,1.53,2.2200000000000002,1.85,4.88,2.0299999999999998,7.17,,2.78,8.24,1.08,0.27,2.34,1.82
03/04/23 12:00,1.17,3.31,3.64,0.61,2.19,4.28,1.53,2.2200000000000002,1.85,4.88,2.0299999999999998,7.17,,2.78,8.24,1.08,0.27,2.34,1.82
03/05/23 12:00,1.17,3.31,3.64,0.61,2.19,4.28,1.53,2.2200000000000002,1.85,4.88,2.0299999999999998,7.17,,2.78,8.24,1.08,0.27,2.34,1.82
03/06/23 12:00,0.57999999999999996,1.06,5.05,0.6,1.1299999999999999,2.71,0.84,0.67,1.1000000000000001,1.1100000000000001,1.1599999999999999,1.4,,1.1200000000000001,2.23,1.17,1.71,1.34,1.1200000000000001
03/07/23 12:00,0.57999999999999996,1.06,5.05,0.6,1.1299999999999999,2.71,0.84,0.67,1.1000000000000001,1.1100000000000001,1.1599999999999999,1.4,1.56,1.1200000000000001,2.23,1.17,1.71,1.34,1.1200000000000001
03/08/23 12:00,0.57999999999999996,1.06,5.05,0.6,1.1299999999999999,2.71,0.84,0.67,1.1000000000000001,1.1100000000000001,1.1599999999999999,1.4,1.56,1.1200000000000001,2.23,1.17,1.71,1.34,1.1200000000000001
03/09/23 12:00,0.57999999999999996,1.06,5.05,0.6,1.1299999999999999,2.71,0.84,0.67,1.1000000000000001,1.1100000000000001,1.1599999999999999,1.4,1.56,1.1200000000000001,2.23,1.17,1.71,1.34,1.1200000000000001
03/10/23 12:00,0.57999999999999996,1.06,5.05,0.6,1.1299999999999999,2.71,0.84,0.67,1.1000000000000001,1.1100000000000001,1.1599999999999999,1.4,1.56,1.1200000000000001,2.23,1.17,1.71,1.34,1.1200000000000001
03/11/23 12:00,0.57999999999999996,1.06,5.05,0.6,1.1299999999999999,2.71,0.84,0.67,1.1000000000000001,1.1100000000000001,1.1599999999999999,1.4,1.56,1.1200000000000001,2.23,1.17,1.71,1.34,1.1200000000000001
03/12/23 12:00,0.57999999999999996,1.06,5.05,0.6,1.1299999999999999,2.71,0.84,0.67,1.1000000000000001,1.1100000000000001,1.1599999999999999,1.4,1.56,1.1200000000000001,2.23,1.17,,1.34,1.1200000000000001
03/13/23 12:00,1.45,1.0900000000000001,5.87,1.23,2.09,2.88,0.85,2.31,3.22,2.4,0.33,4.38,1.84,1.78,3.94,1.37,,1.5,1.04
03/14/23 12:00,1.45,1.0900000000000001,5.87,1.23,2.09,2.88,0.85,2.31,3.22,2.4,0.33,4.38,1.84,1.78,3.94,1.37,1.33,1.5,1.04
03/15/23 12:00,1.45,1.0900000000000001,5.87,1.23,2.09,2.88,0.85,2.31,3.22,2.4,0.33,4.38,1.84,1.78,3.94,1.37,1.33,1.5,1.04
03/16/23 12:00,1.45,1.0900000000000001,5.87,1.23,2.09,2.88,0.85,2.31,3.22,2.4,0.33,4.38,1.84,1.78,3.94,1.37,1.33,1.5,1.04
03/17/23 12:00,1.45,1.0900000000000001,5.87,1.23,2.09,2.88,0.85,2.31,3.22,2.4,0.33,4.38,1.84,1.78,3.94,1.37,1.33,1.5,1.04
03/18/23 12:00,1.45,1.0900000000000001,5.87,1.23,2.09,2.88,0.85,2.31,3.22,2.4,0.33,4.38,1.84,1.78,3.94,1.37,1.33,1.5,1.04
03/19/23 12:00,1.45,1.0900000000000001,5.87,1.23,2.09,2.88,0.85,2.31,3.22,2.4,0.33,4.38,1.84,1.78,3.94,1.37,1.33,1.5,1.04
03/20/23 12:00,0.39,0.61,2.99,0.4,1.83,,0.36,0.94,1.0900000000000001,1.1299999999999999,0.96,2.09,0.88,1.59,2.2799999999999998,0.89,1.25,1.03,0.34
03/21/23 12:00,0.39,0.61,2.99,0.4,1.83,,0.36,0.94,1.0900000000000001,1.1299999999999999,0.96,2.09,0.88,1.59,2.2799999999999998,0.89,1.25,1.03,0.34
03/22/23 12:00,0.39,0.61,2.99,0.4,1.83,,0.36,0.94,1.0900000000000001,1.1299999999999999,0.96,2.09,0.88,1.59,2.2799999999999998,0.89,1.25,1.03,0.34
03/23/23 12:00,0.39,0.61,2.99,0.4,1.83,,0.36,0.94,1.0900000000000001,1.1299999999999999,0.96,2.09,0.88,1.59,2.2799999999999998,0.89,1.25,1.03,0.34
03/24/23 12:00,0.39,0.61,2.99,0.4,1.83,,0.36,0.94,1.0900000000000001,1.1299999999999999,0.96,2.09,0.88,1.59,2.2799999999999998,0.89,1.25,1.03,0.34
03/25/23 12:00,0.39,0.61,2.99,0.4,1.83,,0.36,0.94,1.0900000000000001,1.1299999999999999,0.96,2.09,0.88,1.59,2.2799999999999998,0.89,1.25,1.03,0.34
03/26/23 12:00,0.39,0.61,2.99,0.4,1.83,,0.36,0.94,1.0900000000000001,1.1299999999999999,0.96,2.09,0.88,1.59,2.2799999999999998,0.89,1.25,1.03,0.34
03/27/23 12:00,0.75,0.68,2.46,0.56000000000000005,0.89,,0.45,0.65,0.61,0.99,1.32,1.05,0.66,0.87,2.23,0.7,0.23,0.63,0.65
03/28/23 12:00,0.75,0.68,2.46,0.56000000000000005,0.89,,0.45,0.65,0.61,0.99,1.32,1.05,0.66,0.87,2.23,0.7,0.23,0.63,0.65
03/29/23 12:00,0.75,0.68,2.46,0.56000000000000005,0.89,,0.45,0.65,0.61,0.99,,1.05,0.66,0.87,2.23,0.7,0.23,0.63,0.65
03/30/23 12:00,0.75,0.68,2.46,0.56000000000000005,0.89,,0.45,0.65,0.61,0.99,1.32,1.05,0.66,0.87,2.23,0.7,0.23,0.63,0.65
03/31/23 12:00,0.75,0.68,2.46,0.56000000000000005,0.89,,0.45,0.65,0.61,0.99,,1.05,0.66,0.87,2.23,0.7,0.23,0.63,0.65
04/01/23 12:00,0.75,0.68,2.46,0.56000000000000005,0.89,,0.45,0.65,0.61,0.99,1.32,1.05,0.66,0.87,2.23,0.7,0.23,0.63,0.65
04/02/23 12:00,0.75,0.68,2.46,0.56000000000000005,0.89,,0.45,0.65,0.61,0.99,1.32,1.05,0.66,0.87,2.23,0.7,0.23,0.63,0.65
04/03/23 12:00,2.54,2.0299999999999998,3.04,0.35,0.56000000000000005,1.79,0.73,1.1200000000000001,0.76,1.63,0.94,2.44,0.47,1.56,4.04,0.36,0.64,0.69,0.91
04/04/23 12:00,2.54,2.0299999999999998,3.04,0.35,0.56000000000000005,1.79,0.73,1.1200000000000001,0.76,1.63,0.94,2.44,0.47,1.56,4.04,0.36,0.64,0.69,0.91
04/05/23 12:00,2.54,2.0299999999999998,3.04,0.35,0.56000000000000005,1.79,0.73,1.1200000000000001,0.76,1.63,0.94,2.44,0.47,1.56,4.04,0.36,0.64,0.69,0.91
04/06/23 12:00,2.54,2.0299999999999998,3.04,0.35,0.56000000000000005,1.79,0.73,1.1200000000000001,0.76,1.63,0.94,2.44,0.47,1.56,4.04,0.36,0.64,0.69,0.91
04/07/23 12:00,2.54,2.0299999999999998,3.04,0.35,0.56000000000000005,1.79,0.73,1.1200000000000001,0.76,1.63,0.94,2.44,0.47,1.56,4.04,0.36,0.64,0.69,0.91
04/08/23 12:00,2.54,2.0299999999999998,3.04,0.35,0.56000000000000005,1.79,0.73,1.1200000000000001,0.76,1.63,0.94,2.44,0.47,1.56,4.04,0.36,0.64,0.69,0.91
04/09/23 12:00,2.54,2.0299999999999998,3.04,0.35,0.56000000000000005,1.79,0.73,1.1200000000000001,0.76,1.63,0.94,2.44,0.47,1.56,4.04,0.36,0.64,0.69,0.91
04/10/23 12:00,1.06,1.5,2.8,0.32,0.53,1.39,0.53,1.05,0.38,1.93,0.31,1.65,0.54,1.07,2.4900000000000002,0.34,0.13,0.57999999999999996,0.71
04/11/23 12:00,1.06,1.5,2.8,0.32,0.53,1.39,0.53,1.05,0.38,1.93,0.31,1.65,0.54,1.07,2.4900000000000002,0.34,0.13,0.57999999999999996,0.71
04/12/23 12:00,1.06,1.5,2.8,0.32,0.53,1.39,0.53,1.05,0.38,1.93,0.31,1.65,0.54,1.07,2.4900000000000002,0.34,0.13,0.57999999999999996,0.71
04/13/23 12:00,1.06,1.5,2.8,0.32,0.53,1.39,0.53,1.05,0.38,1.93,0.31,1.65,0.54,1.07,2.4900000000000002,0.34,0.13,0.57999999999999996,0.71
04/14/23 12:00,1.06,1.5,2.8,0.32,0.53,1.39,0.53,1.05,0.38,1.93,0.31,1.65,0.54,1.07,2.4900000000000002,0.34,0.13,0.57999999999999996,0.71
04/15/23 12:00,1.06,1.5,2.8,0.32,0.53,1.39,0.53,1.05,0.38,1.93,0.31,1.65,0.54,1.07,2.4900000000000002,0.34,0.13,0.57999999999999996,0.71
04/16/23 12:00,1.06,1.5,2.8,0.32,0.53,1.39,0.53,1.05,0.38,1.93,0.31,1.65,0.54,1.07,2.4900000000000002,0.34,0.13,0.57999999999999996,0.71
04/17/23 12:00,0.81,1.07,1.36,0.28000000000000003,0.5,1.05,0.56999999999999995,0.76,0.28999999999999998,1.59,0.33,1.01,0.32,0.57999999999999996,1.61,0.22,0.3,0.37,0.65
04/18/23 12:00,0.81,1.07,1.36,0.28000000000000003,0.5,1.05,0.56999999999999995,0.76,0.28999999999999998,1.59,0.33,1.01,0.32,0.57999999999999996,1.61,0.22,0.3,0.37,0.65
04/19/23 12:00,0.81,1.07,1.36,0.28000000000000003,0.5,1.05,0.56999999999999995,0.76,0.28999999999999998,1.59,0.33,1.01,0.32,0.57999999999999996,1.61,0.22,0.3,0.37,0.65
04/20/23 12:00,0.81,1.07,1.36,0.28000000000000003,0.5,1.05,0.56999999999999995,0.76,0.28999999999999998,1.59,0.33,1.01,0.32,0.57999999999999996,1.61,0.22,0.3,0.37,0.65
04/21/23 12:00,0.81,1.07,1.36,0.28000000000000003,0.5,1.05,0.56999999999999995,0.76,0.28999999999999998,1.59,0.33,1.01,0.32,0.57999999999999996,1.61,0.22,0.3,0.37,0.65
04/22/23 12:00,0.81,1.07,1.36,0.28000000000000003,0.5,1.05,0.56999999999999995,0.76,0.28999999999999998,1.59,0.33,1.01,0.32,0.57999999999999996,1.61,0.22,0.3,0.37,0.65
04/23/23 12:00,0.81,1.07,1.36,0.28000000000000003,0.5,1.05,0.56999999999999995,0.76,0.28999999999999998,1.59,0.33,1.01,0.32,0.57999999999999996,1.61,0.22,0.3,0.37,0.65
04/24/23 12:00,0.48,0.56999999999999995,1.64,0.25,0.48,0.92,0.35,0.39,0.46,0.97,0.41,0.94,0.33,0.92,1.97,0.28000000000000003,0.34,0.53,0.48
04/25/23 12:00,0.48,0.56999999999999995,1.64,0.25,0.48,0.92,0.35,0.39,0.46,0.97,0.41,0.94,0.33,0.92,1.97,0.28000000000000003,0.34,0.53,0.48
04/26/23 12:00,0.48,0.56999999999999995,1.64,0.25,0.48,0.92,0.35,0.39,0.46,0.97,0.41,0.94,0.33,0.92,1.97,0.28000000000000003,0.34,0.53,0.48
04/27/23 12:00,0.48,0.56999999999999995,1.64,0.25,0.48,0.92,0.35,0.39,0.46,0.97,0.41,0.94,0.33,0.92,1.97,0.28000000000000003,0.34,0.53,0.48
04/28/23 12:00,0.48,0.56999999999999995,1.64,0.25,0.48,0.92,0.35,0.39,0.46,0.97,0.41,0.94,0.33,0.92,1.97,0.28000000000000003,0.34,0.53,0.48
04/29/23 12:00,0.48,0.56999999999999995,1.64,0.25,0.48,0.92,0.35,0.39,0.46,0.97,0.41,0.94,0.33,0.92,1.97,0.28000000000000003,0.34,0.53,0.48
04/30/23 12:00,0.48,0.56999999999999995,1.64,0.25,0.48,0.92,0.35,0.39,0.46,0.97,0.41,0.94,0.33,0.92,1.97,0.28000000000000003,0.34,0.53,0.48
05/01/23 12:00,0.48,0.73,1.21,0.23,0.33,1.07,0.3,0.57999999999999996,0.33,1.05,0.12,0.6,0.33,0.43,1.24,0.23,0.38,0.34,0.37
05/02/23 12:00,0.48,0.73,1.21,0.23,0.33,1.07,0.3,0.57999999999999996,0.33,1.05,0.12,0.6,0.33,0.43,1.24,0.23,0.38,0.34,0.37
05/03/23 12:00,0.48,0.73,1.21,0.23,0.33,1.07,0.3,0.57999999999999996,0.33,1.05,0.12,0.6,0.33,0.43,1.24,0.23,0.38,0.34,0.37
05/04/23 12:00,0.48,0.73,1.21,0.23,0.33,1.07,0.3,0.57999999999999996,0.33,1.05,0.12,0.6,0.33,0.43,1.24,0.23,0.38,0.34,0.37
05/05/23 12:00,0.48,0.73,1.21,0.23,0.33,1.07,0.3,0.57999999999999996,0.33,1.05,0.12,0.6,0.33,0.43,1.24,0.23,0.38,0.34,0.37
05/06/23 12:00,0.48,0.73,1.21,0.23,0.33,1.07,0.3,0.57999999999999996,0.33,1.05,0.12,0.6,0.33,0.43,1.24,0.23,0.38,0.34,0.37
05/07/23 12:00,0.48,0.73,1.21,0.23,0.33,1.07,0.3,0.57999999999999996,0.33,1.05,0.12,0.6,0.33,0.43,1.24,0.23,0.38,0.34,0.37
05/08/23 12:00,0.49,0.57999999999999996,0.72,0.17,0.73,0.89,0.33,0.33,0.31,0.84,,0.62,0.05,0.55000000000000004,0.73,0.23,0.3,0.28000000000000003,0.42
05/09/23 12:00,0.49,0.57999999999999996,0.72,0.17,0.73,0.89,0.33,0.33,0.31,0.84,0.46,0.62,0.05,0.55000000000000004,0.73,0.23,0.3,0.28000000000000003,0.42
05/10/23 12:00,0.49,0.57999999999999996,0.72,0.17,0.73,0.89,0.33,0.33,0.31,0.84,0.46,0.62,0.05,0.55000000000000004,0.73,0.23,0.3,0.28000000000000003,0.42
05/11/23 12:00,0.49,0.57999999999999996,0.72,0.17,0.73,0.89,0.33,0.33,0.31,0.84,0.46,0.62,0.05,0.55000000000000004,0.73,0.23,0.3,0.28000000000000003,0.42
05/12/23 12:00,0.49,0.57999999999999996,0.72,0.17,0.73,0.89,0.33,0.33,0.31,0.84,0.46,0.62,0.05,0.55000000000000004,0.73,0.23,0.3,0.28000000000000003,0.42
05/13/23 12:00,0.49,0.57999999999999996,0.72,0.17,0.73,0.89,0.33,0.33,0.31,0.84,0.46,0.62,0.05,0.55000000000000004,0.73,0.23,0.3,0.28000000000000003,0.42
