Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
01/16/23 12:00,1.02,1.92,5.65,1,1.78,3.12,1.64,2.69,1.32,2.4500000000000002,0.24,1.71,1.25,1.88,4.67,0.88,0.65,1.56,0.35
01/17/23 12:00,1.02,1.92,5.65,1,1.78,3.12,1.64,2.69,1.32,2.4500000000000002,0.24,1.71,1.25,1.88,4.67,0.88,0.65,1.56,0.35
01/18/23 12:00,1.02,1.92,5.65,1,1.78,3.12,1.64,2.69,1.32,2.4500000000000002,0.24,1.71,1.25,1.88,4.67,0.88,0.65,1.56,0.35
01/19/23 12:00,1.02,1.92,5.65,1,1.78,3.12,1.64,2.69,1.32,2.4500000000000002,0.24,1.71,1.25,1.88,4.67,0.88,0.65,1.56,0.35
01/20/23 12:00,1.02,1.92,5.65,1,1.78,3.12,1.64,2.69,1.32,2.4500000000000002,0.24,1.71,1.25,1.88,4.67,0.88,0.65,1.56,0.35
01/21/23 12:00,1.02,1.92,5.65,1,1.78,3.12,1.64,2.69,1.32,2.4500000000000002,0.24,1.71,1.25,1.88,4.67,0.88,0.65,1.56,0.35
01/22/23 12:00,1.02,1.92,5.65,1,1.78,3.12,1.64,2.69,1.32,2.4500000000000002,0.24,1.71,1.25,1.88,4.67,0.88,0.65,1.56,0.35
01/23/23 12:00,0.78,1.36,3.98,0.92,1.6,3.3,0.77,2,1.1599999999999999,1.46,1.9,2.41,0.98,1.64,3.37,1,2.06,0.81,0.125
01/24/23 12:00,0.78,1.36,3.98,0.92,1.6,3.3,0.77,2,1.1599999999999999,1.46,1.9,2.41,0.98,1.64,3.37,1,2.06,0.81,0.125
01/25/23 12:00,0.78,1.36,3.98,0.92,1.6,3.3,0.77,2,1.1599999999999999,1.46,1.9,2.41,0.98,1.64,3.37,1,2.06,0.81,0.125
01/26/23 12:00,0.78,1.36,3.98,0.92,1.6,3.3,0.77,2,1.1599999999999999,1.46,1.9,2.41,0.98,1.64,3.37,1,2.06,0.81,0.125
01/27/23 12:00,0.78,1.36,3.98,,1.6,3.3,0.77,2,1.1599999999999999,1.46,1.9,2.41,0.98,1.64,3.37,1,2.06,0.81,0.125
01/28/23 12:00,0.78,1.36,3.98,,1.6,3.3,0.77,2,1.1599999999999999,1.46,1.9,2.41,0.98,1.64,3.37,1,2.06,0.81,0.125
01/29/23 12:00,0.78,1.36,3.98,,1.6,3.3,0.77,2,1.1599999999999999,1.46,1.9,2.41,0.98,1.64,3.37,1,2.06,0.81,0.125
01/30/23 12:00,0.32,0.44,3.4,,0.62,3.87,1.61,0.94,0.55000000000000004,0.52,2.0699999999999998,0.78,0.98,1.23,1.87,0.5,0.69,0.61,0.51
01/31/23 12:00,0.32,0.44,3.4,0.89,0.62,3.87,1.61,0.94,0.55000000000000004,0.52,2.0699999999999998,0.78,0.98,1.23,1.87,0.5,0.69,0.61,0.51
02/01/23 12:00,0.32,0.44,3.4,0.89,0.62,3.87,1.61,0.94,0.55000000000000004,0.52,2.0699999999999998,0.78,0.98,1.23,1.87,0.5,0.69,0.61,0.51
02/02/23 12:00,0.32,0.44,3.4,0.89,0.62,3.87,1.61,0.94,0.55000000000000004,0.52,2.0699999999999998,0.78,0.98,1.23,1.87,0.5,0.69,0.61,0.51
02/03/23 12:00,0.32,0.44,3.4,0.89,0.62,3.87,1.61,0.94,0.55000000000000004,0.52,2.0699999999999998,0.78,0.98,1.23,1.87,0.5,0.69,0.61,0.51
02/04/23 12:00,0.32,0.44,3.4,0.89,0.62,3.87,1.61,0.94,0.55000000000000004,0.52,2.0699999999999998,0.78,0.98,1.23,1.87,0.5,0.69,0.61,0.51
02/05/23 12:00,0.32,0.44,3.4,0.89,0.62,3.87,1.61,0.94,0.55000000000000004,0.52,2.0699999999999998,0.78,0.98,1.23,1.87,0.5,0.69,0.61,0.51
02/06/23 12:00,1.34,1.7,8.8000000000000007,1.97,1.51,9.18,1.51,5.05,2.29,2.95,1.53,4.2699999999999996,1.7,3.71,6.22,1.1100000000000001,1.37,1.57,1.18
02/07/23 12:00,1.34,1.7,8.8000000000000007,1.97,1.51,9.18,1.51,5.05,2.29,2.95,1.53,4.2699999999999996,1.7,3.71,6.22,1.1100000000000001,1.37,1.57,1.18
02/08/23 12:00,1.34,1.7,8.8000000000000007,1.97,1.51,9.18,1.51,5.05,2.29,2.95,1.53,4.2699999999999996,1.7,3.71,6.22,1.1100000000000001,1.37,1.57,1.18
02/09/23 12:00,1.34,1.7,8.8000000000000007,1.97,1.51,9.18,1.51,5.05,2.29,2.95,1.53,4.2699999999999996,1.7,3.71,6.22,1.1100000000000001,1.37,1.57,1.18
02/10/23 12:00,1.34,1.7,8.8000000000000007,1.97,1.51,9.18,1.51,5.05,2.29,2.95,1.53,4.2699999999999996,1.7,3.71,6.22,1.1100000000000001,1.37,1.57,1.18
02/11/23 12:00,1.34,1.7,8.8000000000000007,1.97,1.51,9.18,1.51,5.05,2.29,2.95,1.53,4.2699999999999996,1.7,3.71,6.22,1.1100000000000001,1.37,1.57,1.18
02/12/23 12:00,1.34,1.7,8.8000000000000007,1.97,1.51,9.18,1.51,5.05,2.29,2.95,1.53,4.2699999999999996,1.7,3.71,6.22,1.1100000000000001,1.37,1.57,1.18
02/13/23 12:00,0.45,0.8,4.1100000000000003,0.63,1.27,3.77,0.73,1.7,1.58,0.83,0.23,1.51,0.71,2.98,2.85,0.56999999999999995,0.9,1.1000000000000001,0.91
02/14/23 12:00,0.45,0.8,4.1100000000000003,0.63,1.27,3.77,0.73,1.7,,0.83,0.23,1.51,0.71,2.98,2.85,0.56999999999999995,0.9,1.1000000000000001,0.91
02/15/23 12:00,0.45,0.8,4.1100000000000003,0.63,1.27,3.77,0.73,1.7,1.58,0.83,0.23,1.51,0.71,2.98,2.85,0.56999999999999995,0.9,1.1000000000000001,0.91
02/16/23 12:00,0.45,0.8,4.1100000000000003,0.63,1.27,3.77,0.73,1.7,1.58,0.83,,1.51,0.71,2.98,2.85,0.56999999999999995,0.9,1.1000000000000001,0.91
02/17/23 12:00,0.45,0.8,4.1100000000000003,0.63,1.27,3.77,0.73,1.7,1.58,0.83,0.23,1.51,0.71,2.98,2.85,0.56999999999999995,0.9,1.1000000000000001,0.91
02/18/23 12:00,0.45,0.8,4.1100000000000003,0.63,1.27,3.77,0.73,1.7,1.58,0.83,0.23,1.51,0.71,2.98,2.85,0.56999999999999995,0.9,1.1000000000000001,0.91
02/19/23 12:00,0.45,0.8,4.1100000000000003,0.63,1.27,3.77,0.73,1.7,1.58,0.83,0.23,1.51,0.71,2.98,2.85,0.56999999999999995,0.9,1.1000000000000001,0.91
02/20/23 12:00,0.27,0.62,5.45,0.37,0.74,2.91,0.72,0.81,0.34,0.97,1.21,0.76,0.39,1.1000000000000001,3.16,0.43,0.79,1.41,0.27
02/21/23 12:00,0.27,0.62,5.45,0.37,0.74,2.91,0.72,0.81,0.34,0.97,,0.76,0.39,1.1000000000000001,3.16,0.43,0.79,1.41,0.27
02/22/23 12:00,0.27,0.62,5.45,0.37,0.74,2.91,0.72,0.81,0.34,0.97,1.21,0.76,0.39,1.1000000000000001,3.16,0.43,0.79,1.41,0.27
02/23/23 12:00,0.27,0.62,5.45,0.37,0.74,2.91,0.72,0.81,0.34,0.97,,0.76,0.39,1.1000000000000001,3.16,0.43,0.79,1.41,0.27
02/24/23 12:00,0.27,0.62,5.45,0.37,0.74,2.91,0.72,0.81,0.34,0.97,,0.76,0.39,1.1000000000000001,3.16,0.43,0.79,1.41,0.27
02/25/23 12:00,0.27,0.62,5.45,0.37,0.74,2.91,0.72,0.81,0.34,0.97,1.21,0.76,0.39,1.1000000000000001,3.16,0.43,0.79,1.41,0.27
02/26/23 12:00,0.27,0.62,5.45,0.37,0.74,2.91,0.72,0.81,0.34,0.97,1.21,0.76,0.39,1.1000000000000001,3.16,0.43,0.79,1.41,0.27
02/27/23 12:00,0.57999999999999996,1.54,5.45,0.05,2.0499999999999998,6.13,1.45,2.0299999999999998,2.48,2.15,2.23,4.49,,3.42,5.34,0.73,0.32,1.86,0.91
02/28/23 12:00,0.57999999999999996,1.54,5.45,0.05,2.0499999999999998,6.13,1.45,2.0299999999999998,2.48,2.15,2.23,4.49,,3.42,5.34,0.73,0.32,1.86,0.91
03/01/23 12:00,0.57999999999999996,1.54,5.45,0.05,2.0499999999999998,6.13,1.45,2.0299999999999998,2.48,2.15,2.23,4.49,,3.42,5.34,0.73,0.32,1.86,0.91
03/02/23 12:00,0.57999999999999996,1.54,5.45,0.05,2.0499999999999998,6.13,1.45,2.0299999999999998,2.48,2.15,2.23,4.49,,3.42,5.34,0.73,0.32,1.86,0.91
03/03/23 12:00,0.57999999999999996,1.54,5.45,0.05,2.0499999999999998,6.13,1.45,2.0299999999999998,2.48,2.15,2.23,4.49,,3.42,5.34,0.73,0.32,1.86,0.91
03/04/23 12:00,0.57999999999999996,1.54,5.45,0.05,2.0499999999999998,6.13,1.45,2.0299999999999998,2.48,2.15,2.23,4.49,,3.42,5.34,0.73,0.32,1.86,0.91
03/05/23 12:00,0.57999999999999996,1.54,5.45,0.05,2.0499999999999998,6.13,1.45,2.0299999999999998,2.48,2.15,2.23,4.49,,3.42,5.34,0.73,0.32,1.86,0.91
03/06/23 12:00,0.25,0.48,7.15,0.12,0.56999999999999995,3.83,0.92,0.6,0.66,0.47,1.26,0.89,,1.46,1.4,0.8,1.8,1.27,0.52
03/07/23 12:00,0.25,0.48,7.15,0.12,0.56999999999999995,3.83,0.92,0.6,0.66,0.47,1.26,0.89,1.01,1.46,1.4,0.8,1.8,1.27,0.52
03/08/23 12:00,0.25,0.48,7.15,0.12,0.56999999999999995,3.83,0.92,0.6,0.66,0.47,1.26,0.89,1.01,1.46,1.4,0.8,1.8,1.27,0.52
03/09/23 12:00,0.25,0.48,7.15,0.12,0.56999999999999995,3.83,0.92,0.6,0.66,0.47,1.26,0.89,1.01,1.46,1.4,0.8,1.8,1.27,0.52
03/10/23 12:00,0.25,0.48,7.15,0.12,0.56999999999999995,3.83,0.92,0.6,0.66,0.47,1.26,0.89,1.01,1.46,1.4,0.8,1.8,1.27,0.52
03/11/23 12:00,0.25,0.48,7.15,0.12,0.56999999999999995,3.83,0.92,0.6,0.66,0.47,1.26,0.89,1.01,1.46,1.4,0.8,1.8,1.27,0.52
03/12/23 12:00,0.25,0.48,7.15,0.12,0.56999999999999995,3.83,0.92,0.6,0.66,0.47,1.26,0.89,1.01,1.46,1.4,0.8,,1.27,0.52
03/13/23 12:00,0.69,0.47,6.59,0.21,1.1599999999999999,2.15,0.93,1.69,0.6,0.91,0.27,3.02,0.23,2.4300000000000002,2.4900000000000002,0.97,,1.41,0.51
03/14/23 12:00,0.69,0.47,6.59,0.21,1.1599999999999999,2.15,0.93,1.69,0.6,0.91,0.27,3.02,0.23,2.4300000000000002,2.4900000000000002,0.97,1.36,1.41,0.51
03/15/23 12:00,0.69,0.47,6.59,0.21,1.1599999999999999,2.15,0.93,1.69,0.6,0.91,0.27,3.02,0.23,2.4300000000000002,2.4900000000000002,0.97,1.36,1.41,0.51
03/16/23 12:00,0.69,0.47,6.59,0.21,1.1599999999999999,2.15,0.93,1.69,0.6,0.91,0.27,3.02,0.23,2.4300000000000002,2.4900000000000002,0.97,1.36,1.41,0.51
03/17/23 12:00,0.69,0.47,6.59,0.21,1.1599999999999999,2.15,0.93,1.69,0.6,0.91,0.27,3.02,0.23,2.4300000000000002,2.4900000000000002,0.97,1.36,1.41,0.51
03/18/23 12:00,0.69,0.47,6.59,0.21,1.1599999999999999,2.15,0.93,1.69,0.6,0.91,0.27,3.02,0.23,2.4300000000000002,2.4900000000000002,0.97,1.36,1.41,0.51
03/19/23 12:00,0.69,0.47,6.59,0.21,1.1599999999999999,2.15,0.93,1.69,0.6,0.91,0.27,3.02,0.23,2.4300000000000002,2.4900000000000002,0.97,1.36,1.41,0.51
03/20/23 12:00,0.21,0.26,4.3499999999999996,0.05,1.61,,0.38,0.92,0.62,0.57999999999999996,0.6,1.78,0.56999999999999995,1.96,1.4,0.48,1.1000000000000001,0.88,0.13
03/21/23 12:00,0.21,0.26,4.3499999999999996,0.05,1.61,,0.38,0.92,0.62,0.57999999999999996,0.6,1.78,0.56999999999999995,1.96,1.4,0.48,1.1000000000000001,0.88,0.13
03/22/23 12:00,0.21,0.26,4.3499999999999996,0.05,1.61,,0.38,0.92,0.62,0.57999999999999996,0.6,1.78,0.56999999999999995,1.96,1.4,0.48,1.1000000000000001,0.88,0.13
03/23/23 12:00,0.21,0.26,4.3499999999999996,0.05,1.61,,0.38,0.92,0.62,0.57999999999999996,0.6,1.78,0.56999999999999995,1.96,1.4,0.48,1.1000000000000001,0.88,0.13
03/24/23 12:00,0.21,0.26,4.3499999999999996,0.05,1.61,,0.38,0.92,0.62,0.57999999999999996,0.6,1.78,0.56999999999999995,1.96,1.4,0.48,1.1000000000000001,0.88,0.13
03/25/23 12:00,0.21,0.26,4.3499999999999996,0.05,1.61,,0.38,0.92,0.62,0.57999999999999996,0.6,1.78,0.56999999999999995,1.96,1.4,0.48,1.1000000000000001,0.88,0.13
03/26/23 12:00,0.21,0.26,4.3499999999999996,0.05,1.61,,0.38,0.92,0.62,0.57999999999999996,0.6,1.78,0.56999999999999995,1.96,1.4,0.48,1.1000000000000001,0.88,0.13
03/27/23 12:00,0.3,0.27,3.18,0.05,0.79,,0.42,0.63,0.3,0.39,1.1599999999999999,1.1299999999999999,0.42,0.93,1.3,0.51,0.12,0.62,0.32
03/28/23 12:00,0.3,0.27,3.18,0.05,0.79,,0.42,0.63,0.3,0.39,1.1599999999999999,1.1299999999999999,0.42,0.93,1.3,0.51,0.12,0.62,0.32
03/29/23 12:00,0.3,0.27,3.18,0.05,0.79,,0.42,0.63,0.3,0.39,,1.1299999999999999,0.42,0.93,1.3,0.51,0.12,0.62,0.32
03/30/23 12:00,0.3,0.27,3.18,0.05,0.79,,0.42,0.63,0.3,0.39,1.1599999999999999,1.1299999999999999,0.42,0.93,1.3,0.51,0.12,0.62,0.32
03/31/23 12:00,0.3,0.27,3.18,0.05,0.79,,0.42,0.63,0.3,0.39,,1.1299999999999999,0.42,0.93,1.3,0.51,0.12,0.62,0.32
04/01/23 12:00,0.3,0.27,3.18,0.05,0.79,,0.42,0.63,0.3,0.39,1.1599999999999999,1.1299999999999999,0.42,0.93,1.3,0.51,0.12,0.62,0.32
04/02/23 12:00,0.3,0.27,3.18,0.05,0.79,,0.42,0.63,0.3,0.39,1.1599999999999999,1.1299999999999999,0.42,0.93,1.3,0.51,0.12,0.62,0.32
04/03/23 12:00,1.1299999999999999,1,3.66,2.4900000000000002,0.46,2.39,0.79,1.2,0.66,0.69,1.02,2.5499999999999998,0.33,1.91,2.4900000000000002,0.23,0.06,0.56999999999999995,0.53
04/04/23 12:00,1.1299999999999999,1,3.66,2.4900000000000002,0.46,2.39,0.79,1.2,0.66,0.69,1.02,2.5499999999999998,0.33,1.91,2.4900000000000002,0.23,0.06,0.56999999999999995,0.53
04/05/23 12:00,1.1299999999999999,1,3.66,2.4900000000000002,0.46,2.39,0.79,1.2,0.66,0.69,1.02,2.5499999999999998,0.33,1.91,2.4900000000000002,0.23,0.06,0.56999999999999995,0.53
04/06/23 12:00,1.1299999999999999,1,3.66,2.4900000000000002,0.46,2.39,0.79,1.2,0.66,0.69,1.02,2.5499999999999998,0.33,1.91,2.4900000000000002,0.23,0.06,0.56999999999999995,0.53
04/07/23 12:00,1.1299999999999999,1,3.66,2.4900000000000002,0.46,2.39,0.79,1.2,0.66,0.69,1.02,2.5499999999999998,0.33,1.91,2.4900000000000002,0.23,0.06,0.56999999999999995,0.53
04/08/23 12:00,1.1299999999999999,1,3.66,2.4900000000000002,0.46,2.39,0.79,1.2,0.66,0.69,1.02,2.5499999999999998,0.33,1.91,2.4900000000000002,0.23,0.06,0.56999999999999995,0.53
04/09/23 12:00,1.1299999999999999,1,3.66,2.4900000000000002,0.46,2.39,0.79,1.2,0.66,0.69,1.02,2.5499999999999998,0.33,1.91,2.4900000000000002,0.23,0.06,0.56999999999999995,0.53
04/10/23 12:00,0.56999999999999995,0.78,3.88,0.57999999999999996,0.59,1.61,0.65,1.01,0.45,0.67,0.24,1.19,0.38,1.37,1.76,0.32,0.02,0.53,0.36
04/11/23 12:00,0.56999999999999995,0.78,3.88,0.57999999999999996,0.59,1.61,0.65,1.01,0.45,0.67,0.24,1.19,0.38,1.37,1.76,0.32,0.02,0.53,0.36
04/12/23 12:00,0.56999999999999995,0.78,3.88,0.57999999999999996,0.59,1.61,0.65,1.01,0.45,0.67,0.24,1.19,0.38,1.37,1.76,0.32,0.02,0.53,0.36
04/13/23 12:00,0.56999999999999995,0.78,3.88,0.57999999999999996,0.59,1.61,0.65,1.01,0.45,0.67,0.24,1.19,0.38,1.37,1.76,0.32,0.02,0.53,0.36
04/14/23 12:00,0.56999999999999995,0.78,3.88,0.57999999999999996,0.59,1.61,0.65,1.01,0.45,0.67,0.24,1.19,0.38,1.37,1.76,0.32,0.02,0.53,0.36
04/15/23 12:00,0.56999999999999995,0.78,3.88,0.57999999999999996,0.59,1.61,0.65,1.01,0.45,0.67,0.24,1.19,0.38,1.37,1.76,0.32,0.02,0.53,0.36
04/16/23 12:00,0.56999999999999995,0.78,3.88,0.57999999999999996,0.59,1.61,0.65,1.01,0.45,0.67,0.24,1.19,0.38,1.37,1.76,0.32,0.02,0.53,0.36
04/17/23 12:00,0.43,0.46,1.82,0.69,0.55000000000000004,1.17,0.5,0.59,0.24,0.67,0.38,0.7,0.25,0.74,1.24,0.19,0.03,0.38,0.35
04/18/23 12:00,0.43,0.46,1.82,0.69,0.55000000000000004,1.17,0.5,0.59,0.24,0.67,0.38,0.7,0.25,0.74,1.24,0.19,0.03,0.38,0.35
04/19/23 12:00,0.43,0.46,1.82,0.69,0.55000000000000004,1.17,0.5,0.59,0.24,0.67,0.38,0.7,0.25,0.74,1.24,0.19,0.03,0.38,0.35
04/20/23 12:00,0.43,0.46,1.82,0.69,0.55000000000000004,1.17,0.5,0.59,0.24,0.67,0.38,0.7,0.25,0.74,1.24,0.19,0.03,0.38,0.35
04/21/23 12:00,0.43,0.46,1.82,0.69,0.55000000000000004,1.17,0.5,0.59,0.24,0.67,0.38,0.7,0.25,0.74,1.24,0.19,0.03,0.38,0.35
04/22/23 12:00,0.43,0.46,1.82,0.69,0.55000000000000004,1.17,0.5,0.59,0.24,0.67,0.38,0.7,0.25,0.74,1.24,0.19,0.03,0.38,0.35
04/23/23 12:00,0.43,0.46,1.82,0.69,0.55000000000000004,1.17,0.5,0.59,0.24,0.67,0.38,0.7,0.25,0.74,1.24,0.19,0.03,0.38,0.35
04/24/23 12:00,0.26,0.34,2.19,0.37,0.46,0.99,0.52,0.27,0.46,0.41,0.34,0.56000000000000005,0.3,1.04,1.5,0.25,0.03,0.49,0.27
04/25/23 12:00,0.26,0.34,2.19,0.37,0.46,0.99,0.52,0.27,0.46,0.41,0.34,0.56000000000000005,0.3,1.04,1.5,0.25,0.03,0.49,0.27
04/26/23 12:00,0.26,0.34,2.19,0.37,0.46,0.99,0.52,0.27,0.46,0.41,0.34,0.56000000000000005,0.3,1.04,1.5,0.25,0.03,0.49,0.27
04/27/23 12:00,0.26,0.34,2.19,0.37,0.46,0.99,0.52,0.27,0.46,0.41,0.34,0.56000000000000005,0.3,1.04,1.5,0.25,0.03,0.49,0.27
04/28/23 12:00,0.26,0.34,2.19,0.37,0.46,0.99,0.52,0.27,0.46,0.41,0.34,0.56000000000000005,0.3,1.04,1.5,0.25,0.03,0.49,0.27
04/29/23 12:00,0.26,0.34,2.19,0.37,0.46,0.99,0.52,0.27,0.46,0.41,0.34,0.56000000000000005,0.3,1.04,1.5,0.25,0.03,0.49,0.27
04/30/23 12:00,0.26,0.34,2.19,0.37,0.46,0.99,0.52,0.27,0.46,0.41,0.34,0.56000000000000005,0.3,1.04,1.5,0.25,0.03,0.49,0.27
05/01/23 12:00,0.22,0.35,1.51,0.33,0.33,1.47,0.44,0.59,0.33,0.51,0.05,0.26,0.32,0.6,0.88,0.2,0.09,0.3,0.13
05/02/23 12:00,0.22,0.35,1.51,0.33,0.33,1.47,0.44,0.59,0.33,0.51,0.05,0.26,0.32,0.6,0.88,0.2,0.09,0.3,0.13
05/03/23 12:00,0.22,0.35,1.51,0.33,0.33,1.47,0.44,0.59,0.33,0.51,0.05,0.26,0.32,0.6,0.88,0.2,0.09,0.3,0.13
05/04/23 12:00,0.22,0.35,1.51,0.33,0.33,1.47,0.44,0.59,0.33,0.51,0.05,0.26,0.32,0.6,0.88,0.2,0.09,0.3,0.13
05/05/23 12:00,0.22,0.35,1.51,0.33,0.33,1.47,0.44,0.59,0.33,0.51,0.05,0.26,0.32,0.6,0.88,0.2,0.09,0.3,0.13
05/06/23 12:00,0.22,0.35,1.51,0.33,0.33,1.47,0.44,0.59,0.33,0.51,0.05,0.26,0.32,0.6,0.88,0.2,0.09,0.3,0.13
05/07/23 12:00,0.22,0.35,1.51,0.33,0.33,1.47,0.44,0.59,0.33,0.51,0.05,0.26,0.32,0.6,0.88,0.2,0.09,0.3,0.13
05/08/23 12:00,0.23,0.28000000000000003,0.98,0.27,0.47,1.1399999999999999,0.45,0.39,0.25,0.39,,0.39,0.05,0.8,0.56999999999999995,0.23,0.03,0.28000000000000003,0.13
05/09/23 12:00,0.23,0.28000000000000003,0.98,0.27,0.47,1.1399999999999999,0.45,0.39,0.25,0.39,0.36,0.39,0.05,0.8,0.56999999999999995,0.23,0.03,0.28000000000000003,0.13
05/10/23 12:00,0.23,0.28000000000000003,0.98,0.27,0.47,1.1399999999999999,0.45,0.39,0.25,0.39,0.36,0.39,0.05,0.8,0.56999999999999995,0.23,0.03,0.28000000000000003,0.13
05/11/23 12:00,0.23,0.28000000000000003,0.98,0.27,0.47,1.1399999999999999,0.45,0.39,0.25,0.39,0.36,0.39,0.05,0.8,0.56999999999999995,0.23,0.03,0.28000000000000003,0.13
05/12/23 12:00,0.23,0.28000000000000003,0.98,0.27,0.47,1.1399999999999999,0.45,0.39,0.25,0.39,0.36,0.39,0.05,0.8,0.56999999999999995,0.23,0.03,0.28000000000000003,0.13
05/13/23 12:00,0.23,0.28000000000000003,0.98,0.27,0.47,1.1399999999999999,0.45,0.39,0.25,0.39,0.36,0.39,0.05,0.8,0.56999999999999995,0.23,0.03,0.28000000000000003,0.13
05/14/23 12:00,0.23,0.28000000000000003,0.98,0.27,0.47,1.1399999999999999,0.45,0.39,0.25,0.39,0.36,0.39,0.05,0.8,0.56999999999999995,0.23,0.03,0.28000000000000003,0.13
05/15/23 12:00,0.14000000000000001,0.19,0.46,0.14000000000000001,0.16,0.57999999999999996,7.0000000000000007E-2,0.22,0.2,0.17,0.16,0.23,0.05,0.24,0.48,0.05,0.04,0.22,0.13
05/16/23 12:00,0.14000000000000001,0.19,0.46,0.14000000000000001,0.16,0.57999999999999996,7.0000000000000007E-2,0.22,0.2,0.17,0.16,0.23,0.05,0.24,0.48,0.05,0.04,0.22,0.13
