Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
01/19/23 12:00,0.56000000000000005,1.1399999999999999,2.54,0.43,1.1200000000000001,0.73,1.22,2.86,1.63,1.54,0.48,0.7,0.92,2.0099999999999998,5.86,0.68,1.6,2.34,0.12
01/20/23 12:00,0.56000000000000005,1.1399999999999999,2.54,0.43,1.1200000000000001,0.73,1.22,2.86,1.63,1.54,0.48,0.7,0.92,2.0099999999999998,5.86,0.68,1.6,2.34,0.12
01/21/23 12:00,0.56000000000000005,1.1399999999999999,2.54,0.43,1.1200000000000001,0.73,1.22,2.86,1.63,1.54,0.48,0.7,0.92,2.0099999999999998,5.86,0.68,1.6,2.34,0.12
01/22/23 12:00,0.56000000000000005,1.1399999999999999,2.54,0.43,1.1200000000000001,0.73,1.22,2.86,1.63,1.54,0.48,0.7,0.92,2.0099999999999998,5.86,0.68,1.6,2.34,0.12
01/23/23 12:00,0.49,0.92,2.21,0.38,2.31,1.25,0.72,2.23,1.28,1.17,1.7,0.89,0.8,1.77,3.78,0.82,1.99,1.35,0.12
01/24/23 12:00,0.49,0.92,2.21,0.38,2.31,1.25,0.72,2.23,1.28,1.17,1.7,0.89,0.8,1.77,3.78,0.82,1.99,1.35,0.12
01/25/23 12:00,0.49,0.92,2.21,0.38,2.31,1.25,0.72,2.23,1.28,1.17,1.7,0.89,0.8,1.77,3.78,0.82,1.99,1.35,0.12
01/26/23 12:00,0.49,0.92,2.21,0.38,2.31,1.25,0.72,2.23,1.28,1.17,1.7,0.89,0.8,1.77,3.78,0.82,1.99,1.35,0.12
01/27/23 12:00,0.49,0.92,2.21,,2.31,1.25,0.72,2.23,1.28,1.17,1.7,0.89,0.8,1.77,3.78,0.82,1.99,1.35,0.12
01/28/23 12:00,0.49,0.92,2.21,,2.31,1.25,0.72,2.23,1.28,1.17,1.7,0.89,0.8,1.77,3.78,0.82,1.99,1.35,0.12
01/29/23 12:00,0.49,0.92,2.21,,2.31,1.25,0.72,2.23,1.28,1.17,1.7,0.89,0.8,1.77,3.78,0.82,1.99,1.35,0.12
01/30/23 12:00,0.27,0.46,0.61,,0.85,0.39,1,1.1200000000000001,1.19,0.47,1.9,0.16,0.69,1.36,1.97,0.39,1.18,1.29,0.12
01/31/23 12:00,0.27,0.46,0.61,0.14000000000000001,0.85,0.39,1,1.1200000000000001,1.19,0.47,1.9,0.16,0.69,1.36,1.97,0.39,1.18,1.29,0.12
02/01/23 12:00,0.27,0.46,0.61,0.14000000000000001,0.85,0.39,1,1.1200000000000001,1.19,0.47,1.9,0.16,0.69,1.36,1.97,0.39,1.18,1.29,0.12
02/02/23 12:00,0.27,0.46,0.61,0.14000000000000001,0.85,0.39,1,1.1200000000000001,1.19,0.47,1.9,0.16,0.69,1.36,1.97,0.39,1.18,1.29,0.12
02/03/23 12:00,0.27,0.46,0.61,0.14000000000000001,0.85,0.39,1,1.1200000000000001,1.19,0.47,1.9,0.16,0.69,1.36,1.97,0.39,1.18,1.29,0.12
02/04/23 12:00,0.27,0.46,0.61,0.14000000000000001,0.85,0.39,1,1.1200000000000001,1.19,0.47,1.9,0.16,0.69,1.36,1.97,0.39,1.18,1.29,0.12
02/05/23 12:00,0.27,0.46,0.61,0.14000000000000001,0.85,0.39,1,1.1200000000000001,1.19,0.47,1.9,0.16,0.69,1.36,1.97,0.39,1.18,1.29,0.12
02/06/23 12:00,1.06,1.4,1.49,0.27,3.48,1.56,1.32,3.54,2.12,1.99,2.31,1.9,1.33,3.25,6.69,0.77,1.64,2.34,0.84
02/07/23 12:00,1.06,1.4,1.49,0.27,3.48,1.56,1.32,3.54,2.12,1.99,2.31,1.9,1.33,3.25,6.69,0.77,1.64,2.34,0.84
02/08/23 12:00,1.06,1.4,1.49,0.27,3.48,1.56,1.32,3.54,2.12,1.99,2.31,1.9,1.33,3.25,6.69,0.77,1.64,2.34,0.84
02/09/23 12:00,1.06,1.4,1.49,0.27,3.48,1.56,1.32,3.54,2.12,1.99,2.31,1.9,1.33,3.25,6.69,0.77,1.64,2.34,0.84
02/10/23 12:00,1.06,1.4,1.49,0.27,3.48,1.56,1.32,3.54,2.12,1.99,2.31,1.9,1.33,3.25,6.69,0.77,1.64,2.34,0.84
02/11/23 12:00,1.06,1.4,1.49,0.27,3.48,1.56,1.32,3.54,2.12,1.99,2.31,1.9,1.33,3.25,6.69,0.77,1.64,2.34,0.84
02/12/23 12:00,1.06,1.4,1.49,0.27,3.48,1.56,1.32,3.54,2.12,1.99,2.31,1.9,1.33,3.25,6.69,0.77,1.64,2.34,0.84
02/13/23 12:00,0.45,0.71,0.61,0.05,1.37,0.85,0.32,1.1399999999999999,2.12,0.93,0.27,0.77,0.51,2.11,3.58,0.48,1.03,1.63,0.53
02/14/23 12:00,0.45,0.71,0.61,0.05,1.37,0.85,0.32,1.1399999999999999,,0.93,0.27,0.77,0.51,2.11,3.58,0.48,1.03,1.63,0.53
02/15/23 12:00,0.45,0.71,0.61,0.05,1.37,0.85,0.32,1.1399999999999999,2.12,0.93,0.27,0.77,0.51,2.11,3.58,0.48,1.03,1.63,0.53
02/16/23 12:00,0.45,0.71,0.61,0.05,1.37,0.85,0.32,1.1399999999999999,2.12,0.93,,0.77,0.51,2.11,3.58,0.48,1.03,1.63,0.53
02/17/23 12:00,0.45,0.71,0.61,0.05,1.37,0.85,0.32,1.1399999999999999,2.12,0.93,0.27,0.77,0.51,2.11,3.58,0.48,1.03,1.63,0.53
02/18/23 12:00,0.45,0.71,0.61,0.05,1.37,0.85,0.32,1.1399999999999999,2.12,0.93,0.27,0.77,0.51,2.11,3.58,0.48,1.03,1.63,0.53
02/19/23 12:00,0.45,0.71,0.61,0.05,1.37,0.85,0.32,1.1399999999999999,2.12,0.93,0.27,0.77,0.51,2.11,3.58,0.48,1.03,1.63,0.53
02/20/23 12:00,0.33,0.64,0.86,0.05,0.75,0.68,1,0.96,0.7,0.71,1.02,0.27,0.35,0.72,3.84,0.33,0.93,1.93,0.12
02/21/23 12:00,0.33,0.64,0.86,0.05,0.75,0.68,1,0.96,0.7,0.71,,0.27,0.35,0.72,3.84,0.33,0.93,1.93,0.12
02/22/23 12:00,0.33,0.64,0.86,0.05,0.75,0.68,1,0.96,0.7,0.71,1.02,0.27,0.35,0.72,3.84,0.33,0.93,1.93,0.12
02/23/23 12:00,0.33,0.64,0.86,0.05,0.75,0.68,1,0.96,0.7,0.71,,0.27,0.35,0.72,3.84,0.33,0.93,1.93,0.12
02/24/23 12:00,0.33,0.64,0.86,0.05,0.75,0.68,1,0.96,0.7,0.71,,0.27,0.35,0.72,3.84,0.33,0.93,1.93,0.12
02/25/23 12:00,0.33,0.64,0.86,0.05,0.75,0.68,1,0.96,0.7,0.71,1.02,0.27,0.35,0.72,3.84,0.33,0.93,1.93,0.12
02/26/23 12:00,0.33,0.64,0.86,0.05,0.75,0.68,1,0.96,0.7,0.71,1.02,0.27,0.35,0.72,3.84,0.33,0.93,1.93,0.12
02/27/23 12:00,0.54,1.22,2.69,0.38,2.31,2.93,1.69,1.96,5.68,1.82,1.73,1.74,,2.3199999999999998,7.31,0.67,0.2,1.1000000000000001,0.34
02/28/23 12:00,0.54,1.22,2.69,0.38,2.31,2.93,1.69,1.96,5.68,1.82,1.73,1.74,,2.3199999999999998,7.31,0.67,0.2,1.1000000000000001,0.34
03/01/23 12:00,0.54,1.22,2.69,0.38,2.31,2.93,1.69,1.96,5.68,1.82,1.73,1.74,,2.3199999999999998,7.31,0.67,0.2,1.1000000000000001,0.34
03/02/23 12:00,0.54,1.22,2.69,0.38,2.31,2.93,1.69,1.96,5.68,1.82,1.73,1.74,,2.3199999999999998,7.31,0.67,0.2,1.1000000000000001,0.34
03/03/23 12:00,0.54,1.22,2.69,0.38,2.31,2.93,1.69,1.96,5.68,1.82,1.73,1.74,,2.3199999999999998,7.31,0.67,0.2,1.1000000000000001,0.34
03/04/23 12:00,0.54,1.22,2.69,0.38,2.31,2.93,1.69,1.96,5.68,1.82,1.73,1.74,,2.3199999999999998,7.31,0.67,0.2,1.1000000000000001,0.34
03/05/23 12:00,0.54,1.22,2.69,0.38,2.31,2.93,1.69,1.96,5.68,1.82,1.73,1.74,,2.3199999999999998,7.31,0.67,0.2,1.1000000000000001,0.34
03/06/23 12:00,0.18,0.34,3.96,0.38,0.55000000000000004,1.86,0.52,0.55000000000000004,2.59,0.44,1,0.27,,0.91,1.81,0.74,1.4,0.61,0.12
03/07/23 12:00,0.18,0.34,3.96,0.38,0.55000000000000004,1.86,0.52,0.55000000000000004,2.59,0.44,1,0.27,0.97,0.91,1.81,0.74,1.4,0.61,0.12
03/08/23 12:00,0.18,0.34,3.96,0.38,0.55000000000000004,1.86,0.52,0.55000000000000004,2.59,0.44,1,0.27,0.97,0.91,1.81,0.74,1.4,0.61,0.12
03/09/23 12:00,0.18,0.34,3.96,0.38,0.55000000000000004,1.86,0.52,0.55000000000000004,2.59,0.44,1,0.27,0.97,0.91,1.81,0.74,1.4,0.61,0.12
03/10/23 12:00,0.18,0.34,3.96,0.38,0.55000000000000004,1.86,0.52,0.55000000000000004,2.59,0.44,1,0.27,0.97,0.91,1.81,0.74,1.4,0.61,0.12
03/11/23 12:00,0.18,0.34,3.96,0.38,0.55000000000000004,1.86,0.52,0.55000000000000004,2.59,0.44,1,0.27,0.97,0.91,1.81,0.74,1.4,0.61,0.12
03/12/23 12:00,0.18,0.34,3.96,0.38,0.55000000000000004,1.86,0.52,0.55000000000000004,2.59,0.44,1,0.27,0.97,0.91,1.81,0.74,,0.61,0.12
03/13/23 12:00,0.51,0.34,3.36,0.7,1.0900000000000001,1.98,0.56999999999999995,1.06,0.45,0.71,0.22,0.5,1.21,1.9,3.11,0.77,,0.66,0.12
03/14/23 12:00,0.51,0.34,3.36,0.7,1.0900000000000001,1.98,0.56999999999999995,1.06,0.45,0.71,0.22,0.5,1.21,1.9,3.11,0.77,1.33,0.66,0.12
03/15/23 12:00,0.51,0.34,3.36,0.7,1.0900000000000001,1.98,0.56999999999999995,1.06,0.45,0.71,0.22,0.5,1.21,1.9,3.11,0.77,1.33,0.66,0.12
03/16/23 12:00,0.51,0.34,3.36,0.7,1.0900000000000001,1.98,0.56999999999999995,1.06,0.45,0.71,0.22,0.5,1.21,1.9,3.11,0.77,1.33,0.66,0.12
03/17/23 12:00,0.51,0.34,3.36,0.7,1.0900000000000001,1.98,0.56999999999999995,1.06,0.45,0.71,0.22,0.5,1.21,1.9,3.11,0.77,1.33,0.66,0.12
03/18/23 12:00,0.51,0.34,3.36,0.7,1.0900000000000001,1.98,0.56999999999999995,1.06,0.45,0.71,0.22,0.5,1.21,1.9,3.11,0.77,1.33,0.66,0.12
03/19/23 12:00,0.51,0.34,3.36,0.7,1.0900000000000001,1.98,0.56999999999999995,1.06,0.45,0.71,0.22,0.5,1.21,1.9,3.11,0.77,1.33,0.66,0.12
03/20/23 12:00,0.13,0.19,2.29,0.28000000000000003,1.48,,0.31,0.81,0.72,0.41,1,0.41,0.44,1.3,1.61,0.44,1.1599999999999999,0.09,0.12
03/21/23 12:00,0.13,0.19,2.29,0.28000000000000003,1.48,,0.31,0.81,0.72,0.41,1,0.41,0.44,1.3,1.61,0.44,1.1599999999999999,0.09,0.12
03/22/23 12:00,0.13,0.19,2.29,0.28000000000000003,1.48,,0.31,0.81,0.72,0.41,1,0.41,0.44,1.3,1.61,0.44,1.1599999999999999,0.09,0.12
03/23/23 12:00,0.13,0.19,2.29,0.28000000000000003,1.48,,0.31,0.81,0.72,0.41,1,0.41,0.44,1.3,1.61,0.44,1.1599999999999999,0.09,0.12
03/24/23 12:00,0.13,0.19,2.29,0.28000000000000003,1.48,,0.31,0.81,0.72,0.41,1,0.41,0.44,1.3,1.61,0.44,1.1599999999999999,0.09,0.12
03/25/23 12:00,0.13,0.19,2.29,0.28000000000000003,1.48,,0.31,0.81,0.72,0.41,1,0.41,0.44,1.3,1.61,0.44,1.1599999999999999,0.09,0.12
03/26/23 12:00,0.13,0.19,2.29,0.28000000000000003,1.48,,0.31,0.81,0.72,0.41,1,0.41,0.44,1.3,1.61,0.44,1.1599999999999999,0.09,0.12
03/27/23 12:00,0.24,0.2,1.41,0.39,1.1299999999999999,,0.25,0.56000000000000005,0.32,0.3,1.65,0.71,0.34,0.97,1.5,0.38,0.15,0.61,0.12
03/28/23 12:00,0.24,0.2,1.41,0.39,1.1299999999999999,,0.25,0.56000000000000005,0.32,0.3,1.65,0.71,0.34,0.97,1.5,0.38,0.15,0.61,0.12
03/29/23 12:00,0.24,0.2,1.41,0.39,1.1299999999999999,,0.25,0.56000000000000005,0.32,0.3,,0.71,0.34,0.97,1.5,0.38,0.15,0.61,0.12
03/30/23 12:00,0.24,0.2,1.41,0.39,1.1299999999999999,,0.25,0.56000000000000005,0.32,0.3,1.65,0.71,0.34,0.97,1.5,0.38,0.15,0.61,0.12
03/31/23 12:00,0.24,0.2,1.41,0.39,1.1299999999999999,,0.25,0.56000000000000005,0.32,0.3,,0.71,0.34,0.97,1.5,0.38,0.15,0.61,0.12
04/01/23 12:00,0.24,0.2,1.41,0.39,1.1299999999999999,,0.25,0.56000000000000005,0.32,0.3,1.65,0.71,0.34,0.97,1.5,0.38,0.15,0.61,0.12
04/02/23 12:00,0.24,0.2,1.41,0.39,1.1299999999999999,,0.25,0.56000000000000005,0.32,0.3,1.65,0.71,0.34,0.97,1.5,0.38,0.15,0.61,0.12
04/03/23 12:00,0.72,0.61,1.8,0.23,0.88,1.1599999999999999,0.51,0.91,0.56000000000000005,0.63,1.43,1.65,0.27,1.48,2.85,0.18,0.03,0.7,0.75
04/04/23 12:00,0.72,0.61,1.8,0.23,0.88,1.1599999999999999,0.51,0.91,0.56000000000000005,0.63,1.43,1.65,0.27,1.48,2.85,0.18,0.03,0.7,0.75
04/05/23 12:00,0.72,0.61,1.8,0.23,0.88,1.1599999999999999,0.51,0.91,0.56000000000000005,0.63,1.43,1.65,0.27,1.48,2.85,0.18,0.03,0.7,0.75
04/06/23 12:00,0.72,0.61,1.8,0.23,0.88,1.1599999999999999,0.51,0.91,0.56000000000000005,0.63,1.43,1.65,0.27,1.48,2.85,0.18,0.03,0.7,0.75
04/07/23 12:00,0.72,0.61,1.8,0.23,0.88,1.1599999999999999,0.51,0.91,0.56000000000000005,0.63,1.43,1.65,0.27,1.48,2.85,0.18,0.03,0.7,0.75
04/08/23 12:00,0.72,0.61,1.8,0.23,0.88,1.1599999999999999,0.51,0.91,0.56000000000000005,0.63,1.43,1.65,0.27,1.48,2.85,0.18,0.03,0.7,0.75
04/09/23 12:00,0.72,0.61,1.8,0.23,0.88,1.1599999999999999,0.51,0.91,0.56000000000000005,0.63,1.43,1.65,0.27,1.48,2.85,0.18,0.03,0.7,0.75
04/10/23 12:00,0.3,0.43,1.72,0.17,0.45,0.87,0.34,0.88,0.48,0.57999999999999996,0.38,1.01,0.28999999999999998,0.93,1.97,0.21,0.01,0.5,0.59
04/11/23 12:00,0.3,0.43,1.72,0.17,0.45,0.87,0.34,0.88,0.48,0.57999999999999996,0.38,1.01,0.28999999999999998,0.93,1.97,0.21,0.01,0.5,0.59
04/12/23 12:00,0.3,0.43,1.72,0.17,0.45,0.87,0.34,0.88,0.48,0.57999999999999996,0.38,1.01,0.28999999999999998,0.93,1.97,0.21,0.01,0.5,0.59
04/13/23 12:00,0.3,0.43,1.72,0.17,0.45,0.87,0.34,0.88,0.48,0.57999999999999996,0.38,1.01,0.28999999999999998,0.93,1.97,0.21,0.01,0.5,0.59
04/14/23 12:00,0.3,0.43,1.72,0.17,0.45,0.87,0.34,0.88,0.48,0.57999999999999996,0.38,1.01,0.28999999999999998,0.93,1.97,0.21,0.01,0.5,0.59
04/15/23 12:00,0.3,0.43,1.72,0.17,0.45,0.87,0.34,0.88,0.48,0.57999999999999996,0.38,1.01,0.28999999999999998,0.93,1.97,0.21,0.01,0.5,0.59
04/16/23 12:00,0.3,0.43,1.72,0.17,0.45,0.87,0.34,0.88,0.48,0.57999999999999996,0.38,1.01,0.28999999999999998,0.93,1.97,0.21,0.01,0.5,0.59
04/17/23 12:00,0.22,0.28999999999999998,0.74,0.17,0.74,0.65,0.16,0.63,0.34,0.48,0.48,0.64,0.18,0.46,1.3,0.12,0.01,0.31,0.4
04/18/23 12:00,0.22,0.28999999999999998,0.74,0.17,0.74,0.65,0.16,0.63,0.34,0.48,0.48,0.64,0.18,0.46,1.3,0.12,0.01,0.31,0.4
04/19/23 12:00,0.22,0.28999999999999998,0.74,0.17,0.74,0.65,0.16,0.63,0.34,0.48,0.48,0.64,0.18,0.46,1.3,0.12,0.01,0.31,0.4
04/20/23 12:00,0.22,0.28999999999999998,0.74,0.17,0.74,0.65,0.16,0.63,0.34,0.48,0.48,0.64,0.18,0.46,1.3,0.12,0.01,0.31,0.4
04/21/23 12:00,0.22,0.28999999999999998,0.74,0.17,0.74,0.65,0.16,0.63,0.34,0.48,0.48,0.64,0.18,0.46,1.3,0.12,0.01,0.31,0.4
04/22/23 12:00,0.22,0.28999999999999998,0.74,0.17,0.74,0.65,0.16,0.63,0.34,0.48,0.48,0.64,0.18,0.46,1.3,0.12,0.01,0.31,0.4
04/23/23 12:00,0.22,0.28999999999999998,0.74,0.17,0.74,0.65,0.16,0.63,0.34,0.48,0.48,0.64,0.18,0.46,1.3,0.12,0.01,0.31,0.4
04/24/23 12:00,0.13,0.15,1.1000000000000001,0.14000000000000001,0.5,0.56000000000000005,0.1,0.35,0.44,0.26,0.21,0.59,0.2,0.84,1.56,0.17,0.01,0.57999999999999996,0.38
04/25/23 12:00,0.13,0.15,1.1000000000000001,0.14000000000000001,0.5,0.56000000000000005,0.1,0.35,0.44,0.26,0.21,0.59,0.2,0.84,1.56,0.17,0.01,0.57999999999999996,0.38
04/26/23 12:00,0.13,0.15,1.1000000000000001,0.14000000000000001,0.5,0.56000000000000005,0.1,0.35,0.44,0.26,0.21,0.59,0.2,0.84,1.56,0.17,0.01,0.57999999999999996,0.38
04/27/23 12:00,0.13,0.15,1.1000000000000001,0.14000000000000001,0.5,0.56000000000000005,0.1,0.35,0.44,0.26,0.21,0.59,0.2,0.84,1.56,0.17,0.01,0.57999999999999996,0.38
04/28/23 12:00,0.13,0.15,1.1000000000000001,0.14000000000000001,0.5,0.56000000000000005,0.1,0.35,0.44,0.26,0.21,0.59,0.2,0.84,1.56,0.17,0.01,0.57999999999999996,0.38
04/29/23 12:00,0.13,0.15,1.1000000000000001,0.14000000000000001,0.5,0.56000000000000005,0.1,0.35,0.44,0.26,0.21,0.59,0.2,0.84,1.56,0.17,0.01,0.57999999999999996,0.38
04/30/23 12:00,0.13,0.15,1.1000000000000001,0.14000000000000001,0.5,0.56000000000000005,0.1,0.35,0.44,0.26,0.21,0.59,0.2,0.84,1.56,0.17,0.01,0.57999999999999996,0.38
05/01/23 12:00,0.11,0.19,0.75,0.11,0.31,0.72,0.08,0.31,0.32,0.27,0.05,0.37,0.18,0.26,0.88,0.13,0.08,0.26,0.12
05/02/23 12:00,0.11,0.19,0.75,0.11,0.31,0.72,0.09,0.31,0.32,0.27,0.05,0.37,0.18,0.26,0.88,0.13,0.08,0.26,0.12
05/03/23 12:00,0.11,0.19,0.75,0.11,0.31,0.72,0.09,0.31,0.32,0.27,0.05,0.37,0.18,0.26,0.88,0.13,0.08,0.26,0.12
05/04/23 12:00,0.11,0.19,0.75,0.11,0.31,0.72,0.09,0.31,0.32,0.27,0.05,0.37,0.18,0.26,0.88,0.13,0.08,0.26,0.12
05/05/23 12:00,0.11,0.19,0.75,0.11,0.31,0.72,0.09,0.31,0.32,0.27,0.05,0.37,0.18,0.26,0.88,0.13,0.08,0.26,0.12
05/06/23 12:00,0.11,0.19,0.75,0.11,0.31,0.72,0.09,0.31,0.32,0.27,0.05,0.37,0.18,0.26,0.88,0.13,0.08,0.26,0.12
05/07/23 12:00,0.11,0.19,0.75,0.11,0.31,0.72,0.09,0.31,0.32,0.27,0.05,0.37,0.18,0.26,0.88,0.13,0.08,0.26,0.12
05/08/23 12:00,0.12,0.15,0.37,0.05,0.28000000000000003,0.57999999999999996,0.09,0.17,0.05,0.22,,0.4,0.05,0.62,0.52,0.11,0.01,0.23,0.12
05/09/23 12:00,0.12,0.15,0.37,0.05,0.28000000000000003,0.57999999999999996,0.09,0.17,0.05,0.22,0.23,0.4,0.05,0.62,0.52,0.11,0.01,0.23,0.12
05/10/23 12:00,0.12,0.15,0.37,0.05,0.28000000000000003,0.57999999999999996,0.09,0.17,0.05,0.22,0.23,0.4,0.05,0.62,0.52,0.11,0.01,0.23,0.12
05/11/23 12:00,0.12,0.15,0.37,0.05,0.28000000000000003,0.57999999999999996,0.09,0.17,0.05,0.22,0.23,0.4,0.05,0.62,0.52,0.11,0.01,0.23,0.12
05/12/23 12:00,0.12,0.15,0.37,0.05,0.28000000000000003,0.57999999999999996,0.09,0.17,0.05,0.22,0.23,0.4,0.05,0.62,0.52,0.11,0.01,0.23,0.12
05/13/23 12:00,0.12,0.15,0.37,0.05,0.28000000000000003,0.57999999999999996,0.09,0.17,0.05,0.22,0.23,0.4,0.05,0.62,0.52,0.11,0.01,0.23,0.12
05/14/23 12:00,0.12,0.15,0.37,0.05,0.28000000000000003,0.57999999999999996,0.09,0.17,0.05,0.22,0.23,0.4,0.05,0.62,0.52,0.11,0.01,0.23,0.12
05/15/23 12:00,0.06,0.05,0.16,0.05,0.05,0.27,0.05,0.15,0.05,0.05,0.05,0.21,0.05,0.12,0.45,0.05,0.01,0.16,0.12
05/16/23 12:00,0.06,0.05,0.16,0.05,0.05,0.27,0.05,0.15,0.05,0.05,0.05,0.21,0.05,0.12,0.45,0.05,0.01,0.16,0.12
05/17/23 12:00,0.06,0.05,0.16,0.05,0.05,0.27,0.05,0.15,0.05,0.05,0.05,0.21,0.05,0.12,0.45,0.05,0.01,0.16,0.12
05/18/23 12:00,0.06,0.05,0.16,0.05,0.05,0.27,0.05,0.15,0.05,0.05,0.05,0.21,0.05,0.12,0.45,0.05,0.01,0.16,0.12
05/19/23 12:00,0.06,0.05,0.16,0.05,0.05,0.27,0.05,0.15,0.05,0.05,0.05,0.21,0.05,0.12,0.45,0.05,0.01,0.16,0.12
05/20/23 12:00,0.06,0.05,0.16,0.05,0.05,0.27,0.05,0.15,0.05,0.05,0.05,0.21,0.05,0.12,0.45,0.05,0.01,0.16,0.12
