Nr,1,2,3,4,5
01/04/23 04:00,1.4778100000000001,1.1399999999999999,3.36,1.45312,1.1630499999999999
01/04/23 05:00,1.36656,1.26,3.39,2.0665499999999999,1.228
01/04/23 06:00,1.37086,1.25,3.43,2.1074000000000002,1.1917
01/04/23 07:00,1.3097300000000001,1.3,3.23,1.88364,1.22698
01/04/23 08:00,1.53928,1.33,3.13,1.5347299999999999,1.3306800000000001
01/04/23 09:00,1.6349499999999999,1.35,3.14,1.7657099999999999,1.18791
01/04/23 10:00,1.53498,1.38,2.75,1.94611,1.28833
01/04/23 11:00,1.5293000000000001,1.48,2.48,1.8614299999999999,1.2058199999999999
01/04/23 12:00,1.55905,1.58,2.57,1.7887200000000001,1.33491
01/04/23 01:00,1.56474,1.53,2.5499999999999998,1.70061,1.2940499999999999
01/04/23 02:00,1.63971,1.62,2.4700000000000002,1.67387,1.35686
01/04/23 03:00,1.4752000000000001,1.53,2.41,1.5942799999999999,1.3922399999999999
01/04/23 04:00,1.5477099999999999,1.51,2.5499999999999998,1.59578,1.4466399999999999
01/04/23 05:00,1.54783,1.51,2.37,1.63619,1.4738599999999999
01/04/23 06:00,1.6301300000000001,1.47,2.15,1.6518600000000001,1.4623699999999999
01/04/23 07:00,1.7819400000000001,1.38,1.78,1.67655,1.4677800000000001
01/04/23 08:00,1.78891,1.45,1.45,1.8045800000000001,1.6515
01/04/23 09:00,1.8600099999999999,1.35,1.32,1.67639,1.5381800000000001
01/04/23 10:00,1.84718,1.35,1.27,1.4557500000000001,1.5155000000000001
01/04/23 11:00,1.9313899999999999,1.41,1.1299999999999999,1.7254400000000001,1.3823099999999999
01/05/23 12:00,1.7575000000000001,1.28,1.1000000000000001,1.6099600000000001,1.4525300000000001
01/05/23 01:00,1.92841,1.37,0.98,1.40164,1.379
01/05/23 02:00,1.6694100000000001,1.29,1.1499999999999999,1.3658300000000001,1.3245400000000001
01/05/23 03:00,1.5384199999999999,1.35,0.88,1.46739,1.39801
01/05/23 04:00,1.54694,1.32,1.1299999999999999,1.6312199999999999,1.30671
01/05/23 05:00,1.50562,1.37,1,1.5989899999999999,1.2494499999999999
01/05/23 06:00,1.6409100000000001,1.32,0.9,1.3619300000000001,1.3015600000000001
01/05/23 07:00,1.62541,1.37,1.23,1.3886400000000001,1.38547
01/05/23 08:00,1.5286299999999999,1.27,1.28,1.60483,1.4081699999999999
01/05/23 09:00,1.5625500000000001,1.34,1.22,1.5033399999999999,1.23177
01/05/23 10:00,1.66188,1.32,1.45,1.6365400000000001,1.2965599999999999
01/05/23 11:00,1.5793200000000001,1.27,1.38,1.7339800000000001,1.53186
01/05/23 12:00,1.55972,1.4,1.7,1.6577599999999999,1.32473
01/05/23 01:00,1.67649,1.37,1.78,1.5618000000000001,1.4260699999999999
01/05/23 02:00,1.67723,1.42,1.92,1.5012000000000001,1.4701
01/05/23 03:00,1.6868000000000001,1.36,2.0499999999999998,1.40225,1.44201
01/05/23 04:00,1.5919000000000001,1.42,2.09,1.4407300000000001,1.43391
01/05/23 05:00,1.52732,1.45,2.04,1.5630999999999999,1.37286
01/05/23 06:00,1.5343899999999999,1.47,2.04,1.6288899999999999,1.17842
01/05/23 07:00,1.43832,1.33,2.12,1.4671400000000001,1.2436799999999999
01/05/23 08:00,1.5629200000000001,1.39,2.2200000000000002,1.58213,1.1645799999999999
01/05/23 09:00,1.6995899999999999,1.39,2.17,1.5224599999999999,1.2434799999999999
01/05/23 10:00,1.6559999999999999,1.3,2.34,1.4343900000000001,1.29443
01/05/23 11:00,1.4998400000000001,1.28,2.6,1.5874699999999999,1.3041499999999999
01/06/23 12:00,1.6341600000000001,1.34,2.65,1.4908999999999999,1.33768
01/06/23 01:00,1.4965900000000001,1.33,2.44,1.47112,1.40358
01/06/23 02:00,1.53671,1.24,2.48,1.3284400000000001,1.41659
01/06/23 03:00,1.50407,1.33,2.4900000000000002,1.3585100000000001,1.4229099999999999
01/06/23 04:00,1.52352,1.28,2.4300000000000002,1.5485599999999999,1.3710199999999999
01/06/23 05:00,1.46608,1.29,2.33,1.36663,1.37165
01/06/23 06:00,1.3697900000000001,1.25,2.63,1.6529,1.4898499999999999
01/06/23 07:00,1.3912100000000001,1.19,2.5499999999999998,1.4847600000000001,1.36972
01/06/23 08:00,1.4051899999999999,1.24,2.48,1.53104,1.3935500000000001
01/06/23 09:00,1.54497,1.36,2.35,1.4683600000000001,1.4031400000000001
01/06/23 10:00,1.6217600000000001,1.34,2.33,1.47671,1.47217
01/06/23 11:00,1.5899099999999999,1.41,2.2599999999999998,1.4575199999999999,1.45306
01/06/23 12:00,1.5861700000000001,1.33,2.33,1.3716200000000001,1.36652
01/06/23 01:00,1.6528400000000001,1.34,2.2999999999999998,1.67926,1.2430600000000001
01/06/23 02:00,1.8411900000000001,1.4,2.2200000000000002,1.53108,1.3688
01/06/23 03:00,2.1846999999999999,1.38,2.1800000000000002,1.59585,1.3693200000000001
01/06/23 04:00,1.9605999999999999,1.32,1.96,1.7211000000000001,1.3787
01/06/23 05:00,1.7434700000000001,1.32,2.0099999999999998,1.5449999999999999,1.47664
01/06/23 06:00,1.5867,1.41,2.0499999999999998,1.60223,1.3700300000000001
01/06/23 07:00,1.5251999999999999,1.36,1.81,1.62561,1.41082
01/06/23 08:00,1.5548500000000001,1.31,1.71,1.8697299999999999,1.4892000000000001
01/06/23 09:00,1.4898800000000001,1.31,1.71,1.7851999999999999,1.3358399999999999
01/06/23 10:00,1.5025500000000001,1.28,1.76,1.7440800000000001,1.4286099999999999
01/06/23 11:00,1.4690099999999999,1.35,1.58,1.71309,1.55966
01/07/23 12:00,1.38751,1.26,1.48,1.3671,1.3045
01/07/23 01:00,1.2587600000000001,1.38,1.63,1.6564700000000001,1.23593
01/07/23 02:00,1.25719,1.36,1.58,1.6554899999999999,1.48309
01/07/23 03:00,1.31142,1.31,1.5,1.5956300000000001,1.4617599999999999
01/07/23 04:00,1.3208500000000001,1.28,1.5,1.57579,1.38984
01/07/23 05:00,1.1390400000000001,1.27,1.49,1.4237899999999999,1.3265800000000001
01/07/23 06:00,1.2310099999999999,1.3,1.65,1.63462,1.3952800000000001
01/07/23 07:00,1.3357000000000001,1.37,1.55,1.5951900000000001,1.30752
01/07/23 08:00,1.44417,1.27,1.38,1.57256,1.33711
01/07/23 09:00,1.4831000000000001,1.26,1.32,1.7611399999999999,1.33168
01/07/23 10:00,1.51033,1.34,1.1100000000000001,2.1832500000000001,1.3336600000000001
01/07/23 11:00,1.5722100000000001,1.31,1.07,1.76518,1.4139999999999999
01/07/23 12:00,1.75318,1.32,1.0900000000000001,2.0386899999999999,1.31471
01/07/23 01:00,1.89964,1.31,1.21,1.8005100000000001,1.3691199999999999
01/07/23 02:00,1.7690600000000001,1.3,1.17,1.7281299999999999,1.2341599999999999
01/07/23 03:00,1.67889,1.33,0.97,1.85812,1.35154
01/07/23 04:00,1.2573799999999999,1.4,1.1399999999999999,1.85659,1.2380199999999999
01/07/23 05:00,1.2550699999999999,1.34,1.17,2.0293600000000001,1.2429399999999999
01/07/23 06:00,1.2167699999999999,1.25,1.41,2.0991499999999998,1.2901499999999999
01/07/23 07:00,1.31277,1.37,1.3,2.1403300000000001,1.32331
01/07/23 08:00,1.2337800000000001,1.4,1.31,2.1337899999999999,1.1805600000000001
01/07/23 09:00,1.27921,1.46,1.31,1.87273,1.3927499999999999
01/07/23 10:00,1.2760100000000001,1.36,1.28,1.5593399999999999,1.20184
01/07/23 11:00,1.3396600000000001,1.49,1.54,1.55568,1.3133699999999999
01/08/23 12:00,1.2650999999999999,1.51,1.41,1.6215200000000001,1.32087
01/08/23 01:00,1.23996,1.5,1.41,1.5386899999999999,1.29864
01/08/23 02:00,1.2751399999999999,1.49,1.59,,1.33653
01/08/23 03:00,1.4447399999999999,1.49,1.76,,1.3252600000000001
01/08/23 04:00,1.4101900000000001,1.44,2.08,,1.37314
01/08/23 05:00,1.4057999999999999,1.47,1.86,,1.33785
01/08/23 06:00,1.33545,1.47,2.11,,1.2535700000000001
01/08/23 07:00,1.1876599999999999,1.48,1.96,,1.2642800000000001
01/08/23 08:00,1.2472700000000001,1.62,2.0499999999999998,,1.1940500000000001
01/08/23 09:00,1.2974699999999999,1.54,2.25,,1.29291
01/08/23 10:00,1.3380300000000001,1.57,2,,1.33704
01/08/23 11:00,1.56504,1.48,1.79,,1.3476300000000001
01/08/23 12:00,1.3856599999999999,1.55,1.95,,1.4411700000000001
01/08/23 01:00,1.51831,1.58,1.94,,1.47062
01/08/23 02:00,1.52962,1.48,1.84,,1.38611
01/08/23 03:00,1.28471,1.55,1.75,,1.3775500000000001
01/08/23 04:00,1.1462000000000001,1.54,1.96,,1.27559
01/08/23 05:00,1.2298899999999999,1.54,2.14,,1.34535
01/08/23 06:00,1.1471899999999999,1.45,1.99,,1.35381
01/08/23 07:00,1.37991,1.49,,,1.5302100000000001
01/08/23 08:00,1.49451,1.5,,,1.4594
01/08/23 09:00,1.37887,1.43,,,1.3924000000000001
01/08/23 10:00,1.3447100000000001,1.47,,,1.3066500000000001
01/08/23 11:00,1.2265200000000001,1.44,,,1.2989900000000001
01/09/23 12:00,1.26447,1.58,,,1.3122400000000001
01/09/23 01:00,1.20736,1.56,1.74,,1.2419800000000001
01/09/23 02:00,1.1609,1.54,1.77,,1.34002
01/09/23 03:00,1.2456499999999999,1.46,1.81,,1.3026599999999999
01/09/23 04:00,1.1546400000000001,1.43,1.72,,1.3437699999999999
01/09/23 05:00,1.1926699999999999,1.4,1.61,,1.3157300000000001
01/09/23 06:00,1.16716,1.42,1.75,,1.3042
01/09/23 07:00,1.0995999999999999,1.39,1.71,,1.16368
01/09/23 08:00,1.25579,1.41,1.68,,1.3334699999999999
01/09/23 09:00,1.24482,1.39,1.73,,1.3713299999999999
01/09/23 10:00,1.34948,1.49,1.45,,1.27556
01/09/23 11:00,1.2992999999999999,1.52,1.64,,1.16273
01/09/23 12:00,1.5295300000000001,1.4,1.59,,1.2953699999999999
01/09/23 01:00,1.7375799999999999,1.41,1.49,1.90757,1.4290099999999999
01/09/23 02:00,1.63788,1.46,1.49,1.6192,1.34074
01/09/23 03:00,1.62734,1.49,1.35,1.66127,1.31941
01/09/23 04:00,1.6767799999999999,1.57,1.33,1.60006,1.43058
01/09/23 05:00,1.6527700000000001,1.41,1.17,1.4871000000000001,1.41462
01/09/23 06:00,1.4814099999999999,1.43,1.06,1.6251599999999999,1.4358500000000001
01/09/23 07:00,1.5174799999999999,1.45,0.99,1.5103200000000001,1.5391999999999999
01/09/23 08:00,1.5444,1.37,1.22,1.48068,1.3376699999999999
01/09/23 09:00,1.6280399999999999,1.49,1.23,1.4973099999999999,1.22906
01/09/23 10:00,1.7095499999999999,1.37,1.29,1.4264399999999999,1.33874
01/09/23 11:00,1.71275,1.33,1.48,1.53335,1.2756799999999999
01/10/23 12:00,1.72403,1.44,1.68,1.57019,1.3009500000000001
01/10/23 01:00,1.6934400000000001,1.31,1.67,1.60473,1.3870800000000001
01/10/23 02:00,1.56304,1.36,1.69,1.5944400000000001,1.47387
01/10/23 03:00,1.42777,1.37,1.62,1.5860399999999999,1.35449
01/10/23 04:00,1.575,1.35,1.66,1.7437800000000001,1.3085899999999999
01/10/23 05:00,1.6128100000000001,1.27,1.53,1.9596,1.44051
01/10/23 06:00,1.72265,1.39,1.73,1.8263199999999999,1.3411500000000001
01/10/23 07:00,1.6123499999999999,1.23,1.77,1.7960400000000001,1.3398699999999999
01/10/23 08:00,1.7053700000000001,1.33,1.82,1.8550899999999999,1.29369
01/10/23 09:00,1.67032,1.37,1.88,1.8327,1.30043
01/10/23 10:00,1.6368799999999999,1.38,1.99,1.91832,1.25031
01/10/23 11:00,1.70248,1.36,1.95,1.7974600000000001,1.32938
01/10/23 12:00,1.7814099999999999,1.39,1.96,1.6690700000000001,1.4158599999999999
01/10/23 01:00,1.62707,1.33,1.9,1.73028,1.3021199999999999
01/10/23 02:00,1.59341,1.39,1.93,1.5702100000000001,1.3768
01/10/23 03:00,1.64754,1.38,1.9,1.63178,1.32829
01/10/23 04:00,1.60215,1.35,1.88,1.6205499999999999,1.32629
01/10/23 05:00,1.5819700000000001,1.3,1.86,1.6890799999999999,1.3809100000000001
01/10/23 06:00,1.5452399999999999,1.21,1.9,1.81185,1.2080500000000001
01/10/23 07:00,2.9687000000000001,1.2,1.95,1.70987,1.22035
01/10/23 08:00,9.2517999999999994,1.29,2.2400000000000002,1.5794900000000001,1.0986400000000001
01/10/23 09:00,7.4841199999999999,1.34,1.98,1.71936,1.1346499999999999
01/10/23 10:00,3.4640599999999999,1.36,1.88,1.6347700000000001,1.20076
01/10/23 11:00,1.79861,1.34,1.81,1.5887199999999999,1.1896800000000001
01/11/23 12:00,1.6017699999999999,1.27,1.93,1.68994,1.3109299999999999
01/11/23 01:00,1.56132,1.18,1.91,1.64209,1.30524
01/11/23 02:00,1.4328700000000001,1.36,1.83,1.5161100000000001,1.31609
01/11/23 03:00,1.55287,1.23,1.88,1.62548,1.2829299999999999
01/11/23 04:00,1.46157,1.3,2.06,1.5759399999999999,1.2636400000000001
01/11/23 05:00,1.45008,1.31,1.92,1.39062,1.27397
01/11/23 06:00,1.4354800000000001,1.27,1.78,1.44448,1.33883
01/11/23 07:00,1.2297899999999999,1.28,1.74,1.44642,1.2123600000000001
01/11/23 08:00,1.3279700000000001,1.42,1.59,1.52661,1.3198399999999999
01/11/23 09:00,1.4252,1.45,1.56,1.4530799999999999,1.2135199999999999
01/11/23 10:00,1.46736,1.62,1.74,1.62358,1.25326
01/11/23 11:00,1.55409,1.64,1.96,1.6342399999999999,1.47339
01/11/23 12:00,1.50247,1.65,1.99,1.76034,1.37609
01/11/23 01:00,1.55931,1.5,1.94,1.87435,1.4161600000000001
01/11/23 02:00,1.58541,1.67,2,2.9046500000000002,1.2985599999999999
01/11/23 03:00,1.5689500000000001,1.81,1.97,2.4306299999999998,1.3054399999999999
01/11/23 04:00,1.5787199999999999,1.79,1.9,1.9783500000000001,1.5027900000000001
01/11/23 05:00,1.6134599999999999,1.86,2.14,1.96736,1.29575
01/11/23 06:00,1.65086,1.89,2.0099999999999998,2.2303099999999998,1.3964700000000001
01/11/23 07:00,1.64212,1.75,2.15,2.2021700000000002,1.3659399999999999
01/11/23 08:00,1.7156100000000001,1.62,2.13,2.1034600000000001,1.33294
01/11/23 09:00,1.75875,1.53,2.19,1.8624799999999999,1.34358
01/11/23 10:00,1.97044,1.47,2,1.6992799999999999,1.3020499999999999
01/11/23 11:00,1.80731,1.43,2.02,1.81484,1.5351399999999999
01/12/23 12:00,1.65839,1.39,2.0699999999999998,1.80985,1.5107900000000001
01/12/23 01:00,1.5901799999999999,1.44,1.9,1.6958299999999999,1.3742799999999999
01/12/23 02:00,1.6519600000000001,1.46,2.0499999999999998,1.5722499999999999,1.39995
01/12/23 03:00,1.53955,1.41,1.9,1.49573,1.4768399999999999
01/12/23 04:00,1.54237,1.39,1.55,1.8589,1.41659
01/12/23 05:00,1.71014,1.39,1.54,2.0217999999999998,1.3972500000000001
01/12/23 06:00,1.7467699999999999,1.33,1.35,1.8095300000000001,1.50474
01/12/23 07:00,1.73926,1.47,1.3,1.83371,1.61554
01/12/23 08:00,1.6936500000000001,1.45,1.22,1.73817,1.4847999999999999
01/12/23 09:00,1.6011200000000001,1.42,1.23,1.87738,1.5911500000000001
01/12/23 10:00,1.68852,1.47,1.26,1.69228,1.56212
01/12/23 11:00,1.60555,1.52,1.35,2.0142799999999998,1.52176
01/12/23 12:00,1.6214200000000001,1.5,1.73,3.0506600000000001,1.3915900000000001
01/12/23 01:00,1.5736399999999999,1.51,1.72,1.9323600000000001,1.48028
01/12/23 02:00,1.5896600000000001,1.46,1.89,1.6682399999999999,1.42852
01/12/23 03:00,1.6661600000000001,1.47,2.1,1.66734,1.61199
01/12/23 04:00,1.62808,1.5,2.14,1.74491,1.42157
01/12/23 05:00,1.5613300000000001,1.53,2.66,1.4665299999999999,1.4859800000000001
01/12/23 06:00,1.64358,1.48,2.4700000000000002,1.49461,1.4361900000000001
01/12/23 07:00,1.69563,1.47,2.2000000000000002,1.4333100000000001,1.49777
01/12/23 08:00,1.5974299999999999,1.47,2.25,1.6459600000000001,1.5329299999999999
01/12/23 09:00,1.70791,1.5,2.33,1.5483499999999999,1.7901199999999999
01/12/23 10:00,1.71238,1.44,2.3199999999999998,1.50092,1.6297200000000001
01/12/23 11:00,1.74332,1.45,2.33,1.5510600000000001,1.4616199999999999
01/13/23 12:00,1.7381800000000001,1.44,2.34,1.46393,1.5161
01/13/23 01:00,1.7639,1.5,2.25,1.5484599999999999,1.5979099999999999
01/13/23 02:00,1.74624,1.52,2.21,1.63263,1.6141000000000001
01/13/23 03:00,1.5156799999999999,1.45,2.0099999999999998,1.62937,1.55263
01/13/23 04:00,1.4930600000000001,1.51,1.89,1.5243800000000001,1.6614100000000001
01/13/23 05:00,1.6288100000000001,1.44,1.95,1.589,1.59297
01/13/23 06:00,1.49769,1.49,1.78,1.4520200000000001,1.5736300000000001
01/13/23 07:00,1.65307,1.42,1.64,1.5387200000000001,1.63872
01/13/23 08:00,1.58958,1.39,1.62,1.52261,1.59859
01/13/23 09:00,1.59778,1.43,1.71,1.6434200000000001,1.7076100000000001
01/13/23 10:00,1.57498,1.42,1.58,1.6611199999999999,1.56366
01/13/23 11:00,1.6014600000000001,1.41,2.06,1.66648,1.61236
01/13/23 12:00,1.55789,1.46,2,1.57521,1.5583100000000001
01/13/23 01:00,1.7795799999999999,1.47,1.88,1.6357299999999999,1.42397
01/13/23 02:00,1.55792,1.49,1.96,1.7883100000000001,1.4944500000000001
01/13/23 03:00,1.5960300000000001,1.51,1.66,1.67191,1.56898
01/13/23 04:00,1.6214900000000001,1.41,1.58,1.5241199999999999,1.45672
01/13/23 05:00,1.6209199999999999,1.37,1.83,1.7041200000000001,1.52508
01/13/23 06:00,1.5374000000000001,1.41,1.87,1.4285000000000001,1.5950800000000001
01/13/23 07:00,1.5808500000000001,1.44,1.44,1.70678,1.47054
01/13/23 08:00,1.5836699999999999,1.55,1.41,1.64846,1.60781
01/13/23 09:00,1.8144499999999999,1.54,1.56,1.83236,1.48326
01/13/23 10:00,1.5952200000000001,1.48,1.72,1.53583,1.61704
01/13/23 11:00,1.6460900000000001,1.52,1.72,1.4763999999999999,1.4789699999999999
01/14/23 12:00,1.67238,1.59,1.83,1.77586,1.4788300000000001
01/14/23 01:00,1.7159199999999999,1.34,1.98,1.667,1.4000999999999999
01/14/23 02:00,1.6559600000000001,1.44,2.0299999999999998,1.8039700000000001,1.3476600000000001
01/14/23 03:00,1.7132700000000001,1.41,2.25,1.91537,1.52237
01/14/23 04:00,1.5785400000000001,1.48,2.21,1.9894000000000001,1.3659300000000001
01/14/23 05:00,1.6793,1.4,2.39,1.7899499999999999,1.36094
01/14/23 06:00,1.60547,1.43,2.42,1.9591099999999999,1.43241
01/14/23 07:00,1.6669700000000001,1.48,2.42,1.9082399999999999,1.333
01/14/23 08:00,1.6385700000000001,1.42,2.19,2.0389200000000001,1.37154
01/14/23 09:00,1.5847500000000001,1.38,2.36,1.9106099999999999,1.30507
01/14/23 10:00,1.6858,1.49,2.1800000000000002,2.0746699999999998,1.3493900000000001
01/14/23 11:00,1.6724000000000001,1.52,2.19,2.0802700000000001,1.3761300000000001
01/14/23 12:00,1.8485100000000001,1.52,1.92,1.8623000000000001,1.34924
01/14/23 01:00,1.8047500000000001,1.5,2.06,1.7970900000000001,1.27519
01/14/23 02:00,1.8068900000000001,1.43,2.0499999999999998,1.6433599999999999,1.3563000000000001
01/14/23 03:00,1.5744499999999999,1.49,1.99,1.80006,1.3318399999999999
01/14/23 04:00,1.6381300000000001,1.45,1.94,1.6488100000000001,1.3199000000000001
01/14/23 05:00,1.6017699999999999,1.44,2.0299999999999998,1.92719,1.4077999999999999
01/14/23 06:00,1.5068900000000001,1.45,2.0099999999999998,1.68543,1.5864499999999999
01/14/23 07:00,1.50844,1.48,2.2400000000000002,1.6616899999999999,1.50471
01/14/23 08:00,1.48986,1.49,2.23,1.57382,1.4158299999999999
01/14/23 09:00,1.4807300000000001,1.47,2.12,1.5127299999999999,1.44414
01/14/23 10:00,1.5406,1.48,2.09,1.5999099999999999,1.4338599999999999
01/14/23 11:00,1.56524,1.4,2.2200000000000002,1.63412,1.3713500000000001
01/15/23 12:00,1.4690700000000001,1.48,2.09,1.5541100000000001,1.4936799999999999
01/15/23 01:00,1.5086999999999999,1.4,2.1800000000000002,1.6195600000000001,1.5338400000000001
01/15/23 02:00,1.5992200000000001,1.47,2.23,1.49864,1.5028699999999999
01/15/23 03:00,1.49485,1.43,2.4,1.66367,1.6065799999999999
01/15/23 04:00,1.5904499999999999,1.54,2.19,1.56067,1.4254599999999999
01/15/23 05:00,1.5472699999999999,1.39,2.1,1.5400100000000001,1.3881600000000001
01/15/23 06:00,1.5490900000000001,1.5,2.12,1.47268,1.50051
01/15/23 07:00,1.52938,1.52,2.0099999999999998,1.65625,1.48386
01/15/23 08:00,1.3992199999999999,1.42,1.88,1.3292600000000001,1.3892
